"ID";"Q1:IncomeDiff";"Q2:GayAdoption";"Q3:NuclearPow";"Q4:ChildAlw";"Q5:SeniorCare";"Q6:RetireAge";"Q7:ExtWCareer";"Q8:BendIndex";"Q9:CutPblExpend";"Q10:GreekDebt";"Q11:TransacTax";"Q12:TaxInc";"Q13:TaxDeduc";"Q14:MortDeduc";"Q15:RealEstTax";"Q16:Conscript";"Q17:NATO";"Q18:HumRight";"Q19:LandOwn";"Q20:DvlAid";"Q22:Guns";"Q23:VolDomLng";"Q24:Suvivirsi";"Q25:Immigration";"Q26:SaimaaSeal";"Q27:MunOutsource";"Q28:MunNb";"Q29:CptRegMerger";"Q30:EqlTransfer";"CountAnsw";"Q21:Fb:Bolivia";"Q21:Fb:Brasilia";"Q21:Fb:UK";"Q21:Fb:Spain";"Q21:Fb:Ghana";"Q21:Fb:India";"Q21:Fb:Iran";"Q21:Fb:Island";"Q21:Fb:Israel";"Q21:Fb:Italy";"Q21:Fb:Canada";"Q21:Fb:China";"Q21:Fb:Cuba";"Q21:Fb:Norway";"Q21:Fb:Poland";"Q21:Fb:France";"Q21:Fb:Sweden";"Q21:Fb:Germany";"Q21:Fb:Tanzania";"Q21:Fb:Danemark";"Q21:Fb:Tunisia";"Q21:Fb:Turkey";"Q21:Fb:Russia";"Q21:Fb:Estonia";"Q21:Fb:USA";"CountQ21:Fb";"Q31:GvtPrt:IPU";"Q31:GvtPrt:KES";"Q31:GvtPrt:KOK";"Q31:GvtPrt:KA";"Q31:GvtPrt:KD";"Q31:GvtPrt:KTP";"Q31:GvtPrt:M2011";"Q31:GvtPrt:PS";"Q31:GvtPrt:PIR";"Q31:GvtPrt:RKP";"Q31:GvtPrt:SDP";"Q31:GvtPrt:SEN";"Q31:GvtPrt:SKP";"Q31:GvtPrt:STP";"Q31:GvtPrt:VP";"Q31:GvtPrt:VAS";"Q31:GvtPrt:VIHR";"CountQ31:GvtPrt";"W1:IncomeDiff";"W2:GayAdoption";"W3:NuclearPow";"W4:ChildAlw";"W5:SeniorCare";"W6:RetireAge";"W7:ExtWCareer";"W8:BendIndex";"W9:CutPblExpend";"W10:GreekDebt";"W11:TransacTax";"W12:TaxInc";"W13:TaxDeduc";"W14:MortDeduc";"W15:RealEstTax";"W16:Conscript";"W17:NATO";"W18:HumRight";"W19:LandOwn";"W20:DvlAid";"W21:FBCountry";"W22:Guns";"W23:VolDomLng";"W24:Suvivirsi";"W25:Immigration";"W26:SaimaaSeal";"W27:MunOutsource";"W28:MunNb";"W29:CptRegMerger";"W30:EqlTransfer";"W31:GvtPrt";"CountNegW";"CountPosW"
"Sasi Kimmo";"Approp";"0";"1";"Keep";"Yes";"RaiseByOne";"IncAge";"IncSligh";"CutBusiness";"FinInterest";"YesIfOther";"VAT";"TFHomeSeller";"Keep";"0";"Keep";"YesSoon";"YesHumRight";"ResRussian";"GrowMod";"Keep";"0";"YesTrad";"TooLoose";"LocNetBan";"IncAndLearn";"170";"VoluntCoop";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;6
"Satonen Arto";"ReducSlight";"0";"1";"Keep";"Yes";"RaiseByOne";"RemAllowance";"Keep";"DropDaycare";"FinInterest";"YesIfOther";"CapIncome";"NoneOfThese";"Keep";"0";"Keep";"YesNotSoon";"YesHumRight";"ResRussian";"Reduce";"Loosen";"0";"YesTrad";"TooLoose";"Keep";"IncAndLearn";"0";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;1;0;0;-1;-1;0;0;0;-1;0;0;1;1;1;0;0;0;-1;0;0;-1;1;1;-1;0;-1;-1;1;0;8;8
"Saviniemi Timo";"ReducSlight";"0";"1";"Keep";"NoRecommend";"RaiseByOne";"IncAge";"IncSligh";"Other";"FinInterest";"Never";"VAT";"TFHomeSeller";"Keep";"0";"Keep";"YesNotSoon";"YesWithEU";"ResRussian";"GrowMod";"Keep";"1";"YesTrad";"TooLoose";"Keep";"IncAndLearn";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;1;-1;0;0;0;1;0;0;0;0;2;4
"Selin Jaakko";"GrowMod";"1";"1";"Keep";"NoIncrease";"RaiseByMult";"IncAge";"Keep";"RedDvlAid";"FinInterest";"Never";"VAT";"UnionFees";"Keep";"0";"Keep";"YesSoon";"YesWithEU";"ResRussian";"Reduce";"Keep";"1";"YesTrad";"TooLoose";"LocNetBan";"IncAndLearn";"230";"VoluntCoop";"RemEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;-1;0;0;1;3;3
"Sihvonen Aulikki";"ReducSlight";"0";"1";"Keep";"Yes";"Keep";"NotAny";"IncomePrior";"CutAgri";"FinInterest";"YesIfOther";"CapIncome";"EmpBenDed";"Keep";"0";"Keep";"YesNotSoon";"YesHumRight";"ResRussian";"GrowMod";"Loosen";"1";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;-1;0;1;1;1;1;0;0;0;-1;0;0;1;-1;1;0;-1;0;-1;-1;-1;-1;0;0;-1;1;1;0;0;1;9;10
"Simonen Pekka";"Approp";"0";"1";"Keep";"Yes";"RaiseByMult";"IncAge";"Keep";"Other";"FinInterest";"YesIfOther";"VAT";"UnionFees";"Keep";"0";"Keep";"YesNotSoon";"YesHumRight";"ResRussian";"GrowMod";"Keep";"1";"YesIfOpt";"Fine";"LocNetBan";"IncAndLearn";"0";"Must";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;2;0
"Skytta Heikki";"ReducMuch";"1";"1";"Keep";"Yes";"Keep";"NotAny";"IncSligh";"Other";"FinInterest";"YesIfOther";"CapIncome";"NoneOfThese";"Keep";"0";"Select";"NotSoon";"YesHumRight";"ResRussian";"Keep";"Keep";"1";"YesTrad";"TooLoose";"Keep";"IncAndLearn";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;-1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;4;1
"Soukko Tarja";"ReducSlight";"1";"0";"Keep";"Yes";"Keep";"NotAny";"IncSligh";"Other";"FinInterest";"YesIfOther";"VAT";"UnionFees";"RemGrad";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"NoIncrease";"Keep";"1";"YesTrad";"Fine";"Keep";"NoInc";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;-1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;3;4
"Stubb Alexander";"ReducSlight";"1";"1";"Keep";"Yes";"RaiseByOne";"IncAge";"Keep";"CutAgri";"FinInterest";"Never";"CapIncome";"UnionFees";"Keep";"0";"Keep";"YesSoon";"YesHumRight";"NoRestrict";"GrowMod";"BanHomeStrg";"0";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"0";"VoluntCoop";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;1;-1;0;-1;0;-1;0;1;1;0;0;0;-1;0;-1;0;-1;-1;0;0;0;0;7;3
"Sulkakoski Liisa";"ReducMuch";"0";"1";"NoImpact";"Yes";"RaiseByOne";"All";"IncomePrior";"RedDvlAid";"DebtRestruct";"YesIfOther";"VAT";"UnionFees";"Keep";"0";"FemAlso";"NotSoon";"YesHumRight";"ResAllForeign";"Reduce";"BanHandG";"0";"YesTrad";"TooLoose";"LocNetBan";"IncAndLearn";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;1;-1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;0;0;0;1;11
"Suomalainen Nina";"ReducSlight";"1";"1";"Keep";"Yes";"Keep";"NotAny";"IncSligh";"RedMilitary";"FinInterest";"YesIfOther";"CapIncome";"UnionFees";"Keep";"0";"Select";"YesSoon";"YesHumRight";"ResRussian";"Keep";"Keep";"1";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"0";"VoluntCoop";"LessEq";29;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5
"Sutela Saara-Sofia";"ReducSlight";"1";"0";"Keep";"Yes";"RaiseByOne";"NotAny";"IncSligh";"CutBusiness";"FinInterest";"YesIfOther";"CapIncome";"NoneOfThese";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"Keep";"Keep";"0";"YesIfOpt";"TooLoose";"LocNetBan";"IncAndLearn";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;0;0;0;0;1;0;1;0;-1;0;0;0;-1;0;-1;1;0;0;-1;-1;0;-1;0;0;0;0;1;0;-1;7;5
"Sutinen Kari";"ReducSlight";"0";"1";"Keep";"Yes";"Keep";"All";"Fifty";"RedDvlAid";"FinInterest";"YesIfOther";"VAT";"TFHousingB";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResAllForeign";"Reduce";"Keep";"0";"YesTrad";"TooLoose";"Keep";"IncAndLearn";"230";"Keep";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Suutari Eero";"ReducMuch";"1";"1";"Keep";"Yes";"RaiseByOne";"RemAllowance";"Fifty";"NoCut";"FinInterest";"YesIfOther";"VAT";"TFHomeSeller";"Keep";"0";"Keep";"YesNotSoon";"YesWithEU";"ResRussian";"GrowMod";"BanHomeStrg";"1";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"0";"VoluntCoop";"Keep";29;0;0;1;1;0;0;0;1;0;1;1;0;0;1;1;1;1;1;0;1;0;0;1;1;1;14;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;-1;0;0;0;1;0;1;1;1;1;1;0;1;-1;1;0;-1;-1;-1;0;-1;0;1;0;1;1;0;0;1;1;6;13
"Taipale Marko";"GrowFree";"0";"0";"Keep";"NoRecommend";"RaiseByOne";"RemAllowance";"Keep";"RedDvlAid";"FinInterest";"Never";"Income";"UnionFees";"RemGrad";"0";"Keep";"YesNotSoon";"YesHumRight";"ResRussian";"Reduce";"Loosen";"1";"YesTrad";"TooLoose";"LocNetBan";"IncAndLearn";"170";"Must";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;-1;0;0;1;1;1;1;0;1;1;1;0;0;1;0;1;1;0;0;-1;1;1;0;0;1;1;1;0;1;1;2;18
"Takala Riitta";"ReducSlight";"1";"1";"Keep";"Yes";"RaiseByMult";"All";"IncSligh";"RedMilitary";"FinInterest";"YesIfOther";"VAT";"EmpBenDed";"RemGrad";"0";"Keep";"YesNotSoon";"YesHumRight";"ResRussian";"GrowMod";"Keep";"0";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"170";"VoluntCoop";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;6
"Talvitie Mari-Leena";"ReducSlight";"0";"0";"NoImpact";"NoRecommend";"Keep";"NotAny";"IncSligh";"RedMilitary";"FinInterest";"YesIfOther";"NoneOfThese";"UnionFees";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"NoIncrease";"Keep";"1";"YesTrad";"TooLoose";"Keep";"IncAndLearn";"290";"VoluntCoop";"RemEq";29;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;1;0;0;1;0;0;0;0;0;1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;4
"Telemaki Satu";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Telkka Tuomas";"GrowMod";"0";"1";"Keep";"NoRecommend";"RaiseByMult";"IncAge";"Keep";"CutAgri";"FinInterest";"Never";"VAT";"UnionFees";"Keep";"0";"Keep";"YesSoon";"YesHumRight";"ResRussian";"GrowMod";"Keep";"0";"YesTrad";"TooLoose";"LocNetBan";"IncButChoose";"170";"Must";"RemEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;1;0;1;0;1;0;1;-1;-1;-1;1;0;0;0;-1;0;0;0;1;1;1;1;1;1;-1;1;5;13
"Tervo Kristian";"ReducSlight";"1";"1";"NoImpact";"Yes";"RaiseByOne";"IncAge";"IncSligh";"Other";"FinInterest";"YesIfOther";"NoneOfThese";"UnionFees";"RemGrad";"0";"Volunteer";"YesSoon";"YesHumRight";"ResRussian";"GrowMod";"Keep";"1";"YesTrad";"TooLoose";"WNetBan";"IncButChoose";"290";"VoluntCoop";"MoreEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;1;1;1;0;1;0;0;0;1;0;1;-1;0;-1;-1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;3;18
"Tilander Sirpa";"Approp";"1";"1";"NoImpact";"NoIncrease";"Keep";"NotAny";"IncSligh";"Other";"FinInterest";"YesIfOther";"CapIncome";"UnionFees";"Keep";"0";"Keep";"YesSoon";"YesHumRight";"ResRussian";"GrowMod";"Keep";"0";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;1;0;0;0;0;2;1
"Tiura Marja";"ReducSlight";"0";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncSligh";"Other";"FinInterest";"YesIfOther";"VAT";"NoneOfThese";"Keep";"0";"Keep";"YesNotSoon";"YesHumRight";"ResRussian";"NoIncrease";"Keep";"0";"YesTrad";"TooLoose";"WNetBan";"IncAndLearn";"290";"NewCouncil";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"Toivakka Lenita";"ReducSlight";"0";"1";"Remove";"Yes";"Keep";"RemAllowance";"Keep";"CutBusiness";"FinInterest";"YesIfOther";"VAT";"UnionFees";"RemGrad";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"NoIncrease";"Keep";"1";"YesTrad";"TooLoose";"Keep";"IncAndLearn";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;-1;-1;0;1;0;0;0;0;0;0;1;-1;0;1;0;0;0;0;0;0;-1;0;1;0;0;0;0;-1;1;0;5;6
"Toivonen Ritva";"Approp";"1";"1";"Keep";"Yes";"Keep";"NotAny";"IncSligh";"Other";"FinInterest";"YesIfOther";"VAT";"HouseHDed";"Keep";"0";"Keep";"NotSoon";"YesWithEU";"ResRussian";"GrowMod";"Keep";"0";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"0";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;-1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;1;0;3;5
"Tolvanen Kari";"ReducMuch";"0";"0";"Remove";"Yes";"RaiseByOne";"NotAny";"Fifty";"Other";"FinInterest";"YesIfOther";"CapIncome";"UnionFees";"Keep";"0";"Keep";"YesSoon";"YesHumRight";"ResRussian";"Reduce";"Keep";"1";"YesTrad";"TooLoose";"LocNetBan";"IncAndLearn";"170";"VoluntCoop";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;-1;1;0;1;0;1;1;1;0;-1;1;0;1;-1;1;0;1;1;0;-1;-1;1;1;1;0;0;0;1;1;0;5;16
"Turunen Martti";"ReducSlight";"0";"1";"NoImpact";"Yes";"Keep";"NotAny";"Fifty";"Other";"FinInterest";"YesAlways";"VAT";"NoneOfThese";"Keep";"0";"Keep";"YesNotSoon";"YesHumRight";"NoRestrict";"Keep";"Keep";"0";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;-1;1;0;1;1;1;13
"Urpalainen Anu";"ReducSlight";"1";"1";"Keep";"Yes";"Keep";"RemAllowance";"Keep";"Other";"FinInterest";"YesIfOther";"CapIncome";"NoneOfThese";"Keep";"0";"Keep";"YesNotSoon";"YesHumRight";"NoRestrict";"GrowMod";"Keep";"1";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"170";"Must";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Urpilainen Leo";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Vahasalo Raija";"ReducSlight";"0";"1";"Keep";"Yes";"Keep";"NotAny";"IncSligh";"RedDvlAid";"DebtRestruct";"Never";"CapIncome";"UnionFees";"Keep";"0";"Keep";"YesIfSwe";"YesHumRight";"ResRussian";"NoIncrease";"Keep";"0";"YesIfOpt";"Fine";"LocNetBan";"IncAndLearn";"290";"VoluntCoop";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;-1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;2;2
"Valtonen Olli";"ReducSlight";"1";"1";"NoImpact";"Yes";"RaiseByOne";"RemAllowance";"Keep";"RedMilitary";"FinInterest";"YesIfOther";"VAT";"NoneOfThese";"Keep";"1";"Keep";"YesSoon";"YesHumRight";"NoRestrict";"Keep";"Keep";"1";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"170";"Must";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-1;1;0;0;1;1;1;1;0;1;8
"Vapaavuori Jan";"GrowMod";"1";"1";"Keep";"Yes";"Keep";"NotAny";"Keep";"CutBusiness";"FinInterest";"YesIfOther";"VAT";"NoneOfThese";"Keep";"1";"Keep";"YesNotSoon";"YesHumRight";"NoRestrict";"GrowMod";"Keep";"0";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"0";"Must";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;-1;0;0;0;1;1;-1;0;1;-1;0;-1;1;0;1;0;-1;-1;0;-1;-1;0;0;0;-1;1;1;1;0;0;9;8
"Varis Minna";"ReducSlight";"0";"1";"NoImpact";"Yes";"Keep";"NotAny";"IncSligh";"Other";"FinInterest";"YesIfOther";"NotAny";"UnionFees";"RemGrad";"0";"Volunteer";"YesNotSoon";"YesHumRight";"ResRussian";"Keep";"Keep";"1";"YesTrad";"Fine";"LocNetBan";"IncButChoose";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
"Viitanen Annika";"GrowMod";"0";"0";"Keep";"Yes";"Keep";"NotAny";"Fifty";"Other";"FinInterest";"YesIfOther";"CapIncome";"UnionFees";"Keep";"0";"Keep";"YesNotSoon";"YesHumRight";"ResRussian";"Keep";"Keep";"0";"YesTrad";"Fine";"WNetBan";"IncButChoose";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Viitanen Tiina";"ReducMuch";"0";"0";"NoImpact";"Yes";"Keep";"RemAllowance";"IncSligh";"DropDaycare";"SuppWasMstk";"YesAlways";"Income";"UnionFees";"RemGrad";"0";"Keep";"NotSoon";"YesWithEU";"ResAllForeign";"GrowMod";"Keep";"0";"YesTrad";"TooLoose";"LocNetBan";"NoInc";"230";"VoluntCoop";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Vikman Sofia";"GrowFree";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Viljanen Arto";"ReducMuch";"1";"1";"Keep";"NoRecommend";"Keep";"NotAny";"IncomePrior";"RedDvlAid";"FinInterest";"YesIfOther";"VAT";"UnionFees";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"Reduce";"Loosen";"1";"YesTrad";"Fine";"Keep";"IncButChoose";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;3;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;-1;1;0;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;2;7
