"ID","Q1.IncomeDiff","Q2.GayAdoption","Q3.NuclearPow","Q4.ChildAlw","Q5.SeniorCare","Q6.RetireAge","Q7.ExtWCareer","Q8.BendIndex","Q9.CutPblExpend","Q10.GreekDebt","Q11.TransacTax","Q12.TaxInc","Q13.TaxDeduc","Q14.MortDeduc","Q15.RealEstTax","Q16.Conscript","Q17.NATO","Q18.HumRight","Q19.LandOwn","Q20.DvlAid","Q22.Guns","Q23.VolDomLng","Q24.Suvivirsi","Q25.Immigration","Q26.SaimaaSeal","Q27.MunOutsource","Q28.MunNb","Q29.CptRegMerger","Q30.EqlTransfer","CountAnsw","Q21.Fb.Bolivia","Q21.Fb.Brasilia","Q21.Fb.UK","Q21.Fb.Spain","Q21.Fb.Ghana","Q21.Fb.India","Q21.Fb.Iran","Q21.Fb.Island","Q21.Fb.Israel","Q21.Fb.Italy","Q21.Fb.Canada","Q21.Fb.China","Q21.Fb.Cuba","Q21.Fb.Norway","Q21.Fb.Poland","Q21.Fb.France","Q21.Fb.Sweden","Q21.Fb.Germany","Q21.Fb.Tanzania","Q21.Fb.Danemark","Q21.Fb.Tunisia","Q21.Fb.Turkey","Q21.Fb.Russia","Q21.Fb.Estonia","Q21.Fb.USA","CountQ21.Fb","Q31.GvtPrt.IPU","Q31.GvtPrt.KES","Q31.GvtPrt.KOK","Q31.GvtPrt.KA","Q31.GvtPrt.KD","Q31.GvtPrt.KTP","Q31.GvtPrt.M2011","Q31.GvtPrt.PS","Q31.GvtPrt.PIR","Q31.GvtPrt.RKP","Q31.GvtPrt.SDP","Q31.GvtPrt.SEN","Q31.GvtPrt.SKP","Q31.GvtPrt.STP","Q31.GvtPrt.VP","Q31.GvtPrt.VAS","Q31.GvtPrt.VIHR","CountQ31.GvtPrt","W1.IncomeDiff","W2.GayAdoption","W3.NuclearPow","W4.ChildAlw","W5.SeniorCare","W6.RetireAge","W7.ExtWCareer","W8.BendIndex","W9.CutPblExpend","W10.GreekDebt","W11.TransacTax","W12.TaxInc","W13.TaxDeduc","W14.MortDeduc","W15.RealEstTax","W16.Conscript","W17.NATO","W18.HumRight","W19.LandOwn","W20.DvlAid","W21.FBCountry","W22.Guns","W23.VolDomLng","W24.Suvivirsi","W25.Immigration","W26.SaimaaSeal","W27.MunOutsource","W28.MunNb","W29.CptRegMerger","W30.EqlTransfer","W31.GvtPrt","CountNegW","CountPosW","cluster"
"Slunga-Poutsalo Riikka","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesAlways","Capital","UnionFees","Keep","0","Keep","Never","YesHumRight","ResAllForeign","Reduce","Loosen","1","YesTrad","TooLoose","Keep","NoInc","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0",3,"0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","-1","0","1","1","0","0","0","0","0","0","0",1,7,4
"Snellman Anne","ReducMuch","0","0","Adjust","Yes","Keep","NotAny","Fifty","RedDvlAid","QuitEuro","YesIfOther","CapIncome","TFHomeSeller","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","Reduce","Keep","1","YesTrad","TooLoose","Keep","NoInc","170","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0",3,"0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"1","0","0","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0",1,7,4
"Snellman Tuija","ReducMuch","0","1","Adjust","Yes","Keep","NotAny","Fifty","RedDvlAid","EuroWasMstk","YesIfOther","CapIncome","TFHomeSeller","Keep","0","Keep","Never","YesHumRight","ResAllForeign","Reduce","Keep","1","YesTrad","TooLoose","Keep","NoInc","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0",3,"0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"1","0","0","1","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","1","1","0","1","0","0","0","0",0,14,4
"Soini Timo","ReducSlight","0","1","Adjust","Yes","Keep","NotAny","Fifty","RedDvlAid","EuroWasMstk","YesIfOther","Capital","EmpBenDed","RemGrad","0","Keep","NotSoon","YesHumRight","ResRussian","Reduce","Loosen","1","YesTrad","TooLoose","Keep","NoInc","170","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0",3,"0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0",3,"0","1","0","0","0","1","0","1","0","1","0","1","-1","-1","0","1","0","-1","1","0","0","0","1","1","0","0","0","0","0","0","-1",4,9,3
"Sonkeri Seppo","ReducMuch","0","0","Adjust","Yes","Keep","NotAny","Fifty","RedDvlAid","EuroWasMstk","Never","CapIncome","EmpBenDed","Keep","1","Select","NotSoon","YesHumRight","ResAllForeign","Reduce","Loosen","1","YesTrad","TooLoose","Keep","Reduce","230","VoluntCoop","LessEq",29,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0",3,"0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"1","-1","0","1","1","1","0","0","-1","0","0","0","0","0","-1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",3,7,4
"Soukola Ismo","ReducMuch","0","1","NoImpact","Yes","Keep","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesAlways","Capital","TFHomeSeller","RemGrad","1","Keep","NotSoon","YesHumRight","ResAllForeign","Reduce","Loosen","1","YesTrad","TooLoose","LocNetBan","NoInc","170","NewCouncil","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",3,"0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0",3,"1","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,5,4
"Suominen Anneli","ReducMuch","0","0","Keep","Yes","Reduce","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesIfOther","Capital","NoneOfThese","Keep","0","Keep","Never","NoDom","ResRussian","Reduce","Keep","1","YesTrad","TooLoose","Keep","NoInc","290","VoluntCoop","Keep",29,"0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",3,"0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",3,"1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","1","0","0","0","0","0","0",1,6,4
"Tahtinen Anssi","ReducMuch","0","0","Adjust","NoIncrease","Keep","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesAlways","CapIncome","NoneOfThese","Keep","0","Keep","NotSoon","YesHumRight","ResAllForeign","NoIncrease","Keep","1","YesTrad","TooLoose","Keep","Reduce","400","Keep","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1",3,"0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"1","-1","0","-1","1","1","1","1","0","1","0","1","0","0","0","0","0","-1","-1","0","-1","0","-1","-1","1","-1","-1","0","0","0","1",9,9,6
"Tala Heikki","ReducMuch","0","1","Keep","Yes","RaiseByOne","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesIfOther","CapIncome","HouseHDed","RemGrad","1","Select","YesNotSoon","YesWithEU","ResRussian","Reduce","Keep","1","YesTrad","TooLoose","LocNetBan","IncAndLearn","290","VoluntCoop","RemEq",29,"0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0",3,"0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1",1,3,2
"Teravainen Pentti","ReducMuch","0","0","Adjust","Yes","Keep","NotAny","PricePrior","RedDvlAid","QuitEuro","YesAlways","Capital","UnionFees","Keep","0","Keep","Never","YesWithEU","ResRussian","NoIncrease","Keep","1","YesTrad","TooLoose","Keep","IncAndLearn","170","Keep","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0",3,"0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"1","-1","1","0","1","1","0","0","0","0","0","1","0","0","-1","1","1","0","1","0","-1","0","1","0","0","0","1","0","0","0","0",3,10,4
"Tirkkonen Jouni","ReducSlight","0","1","Adjust","Yes","Keep","NotAny","IncSligh","RedDvlAid","EuroWasMstk","YesAlways","CapIncome","EmpBenDed","Keep","0","Keep","NotSoon","YesWithEU","ResRussian","Reduce","Keep","1","YesTrad","TooLoose","LocNetBan","NoInc","290","Keep","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1",3,"0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","1","1","1","1","0","1","0","0","0","0",0,11,3
