"ID","Q1.IncomeDiff","Q2.GayAdoption","Q3.NuclearPow","Q4.ChildAlw","Q5.SeniorCare","Q6.RetireAge","Q7.ExtWCareer","Q8.BendIndex","Q9.CutPblExpend","Q10.GreekDebt","Q11.TransacTax","Q12.TaxInc","Q13.TaxDeduc","Q14.MortDeduc","Q15.RealEstTax","Q16.Conscript","Q17.NATO","Q18.HumRight","Q19.LandOwn","Q20.DvlAid","Q22.Guns","Q23.VolDomLng","Q24.Suvivirsi","Q25.Immigration","Q26.SaimaaSeal","Q27.MunOutsource","Q28.MunNb","Q29.CptRegMerger","Q30.EqlTransfer","CountAnsw","Q21.Fb.Bolivia","Q21.Fb.Brasilia","Q21.Fb.UK","Q21.Fb.Spain","Q21.Fb.Ghana","Q21.Fb.India","Q21.Fb.Iran","Q21.Fb.Island","Q21.Fb.Israel","Q21.Fb.Italy","Q21.Fb.Canada","Q21.Fb.China","Q21.Fb.Cuba","Q21.Fb.Norway","Q21.Fb.Poland","Q21.Fb.France","Q21.Fb.Sweden","Q21.Fb.Germany","Q21.Fb.Tanzania","Q21.Fb.Danemark","Q21.Fb.Tunisia","Q21.Fb.Turkey","Q21.Fb.Russia","Q21.Fb.Estonia","Q21.Fb.USA","CountQ21.Fb","Q31.GvtPrt.IPU","Q31.GvtPrt.KES","Q31.GvtPrt.KOK","Q31.GvtPrt.KA","Q31.GvtPrt.KD","Q31.GvtPrt.KTP","Q31.GvtPrt.M2011","Q31.GvtPrt.PS","Q31.GvtPrt.PIR","Q31.GvtPrt.RKP","Q31.GvtPrt.SDP","Q31.GvtPrt.SEN","Q31.GvtPrt.SKP","Q31.GvtPrt.STP","Q31.GvtPrt.VP","Q31.GvtPrt.VAS","Q31.GvtPrt.VIHR","CountQ31.GvtPrt","W1.IncomeDiff","W2.GayAdoption","W3.NuclearPow","W4.ChildAlw","W5.SeniorCare","W6.RetireAge","W7.ExtWCareer","W8.BendIndex","W9.CutPblExpend","W10.GreekDebt","W11.TransacTax","W12.TaxInc","W13.TaxDeduc","W14.MortDeduc","W15.RealEstTax","W16.Conscript","W17.NATO","W18.HumRight","W19.LandOwn","W20.DvlAid","W21.FBCountry","W22.Guns","W23.VolDomLng","W24.Suvivirsi","W25.Immigration","W26.SaimaaSeal","W27.MunOutsource","W28.MunNb","W29.CptRegMerger","W30.EqlTransfer","W31.GvtPrt","CountNegW","CountPosW","cluster"
"Lonnqvist Kenneth","ReducMuch","0","0","Keep","Yes","Keep","NotAny","Fifty","CutAgri","QuitEuro","YesAlways","CapIncome","NoneOfThese","Extend","0","Keep","YesSoon","YesHumRight","ResRussian","Keep","Keep","1","YesTrad","Fine","Keep","IncAndLearn","290","VoluntCoop","Keep",29,"0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",3,"0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1",3,"1","1","1","0","1","0","1","1","-1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1",1,11,4
"Loponen Marjo","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","CutBusiness","DebtRestruct","YesAlways","CapIncome","UnionFees","Keep","0","Keep","NotSoon","YesHumRight","ResAllForeign","Keep","Keep","0","YesTrad","TooLoose","Keep","NoneOfThese","170","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",3,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0",0,6,4
"Maanselka Asmo","ReducSlight","0","0","Adjust","Yes","Keep","NotAny","IncomePrior","RemAllowance","SuppWasMstk","YesAlways","Capital","UnionFees","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","NoIncrease","Loosen","1","YesTrad","TooLoose","Keep","IncAndLearn","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1",3,"0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",3,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,2,2
"Maki Sari","ReducSlight","0","1","NoImpact","Yes","Keep","NotAny","Fifty","RedDvlAid","DebtRestruct","YesIfOther","CapIncome","NoneOfThese","Keep","0","Keep","Never","YesWithEU","ResRussian","NoIncrease","BanHomeStrg","0","YesTrad","Fine","LocNetBan","Reduce","170","VoluntCoop","LessEq",29,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0",3,"0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","-1","0","0","1","0","0","0","0","1","1","0",1,4,2
"Makila Heikki","ReducSlight","0","1","NoImpact","Yes","Keep","NotAny","PricePrior","Other","DebtRestruct","YesIfOther","VAT","TFHomeSeller","Keep","0","Keep","NotSoon","YesHumRight","NoRestrict","Keep","Keep","0","YesTrad","Fine","LocNetBan","IncAndLearn","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0",3,"0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",3,"0","-1","0","0","1","0","1","0","1","0","1","0","0","0","1","0","0","0","-1","0","-1","-1","0","0","0","0","1","0","-1","1","-1",6,7,3
"Makimattila Sari","ReducSlight","0","1","NoImpact","Yes","Keep","RemAllowance","IncomePrior","Other","SuppWasMstk","YesIfOther","CapIncome","UnionFees","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","GrowMod","Keep","0","YesTrad","Fine","LocNetBan","NoInc","290","VoluntCoop","LessEq",29,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0",3,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"1","-1","0","0","1","0","0","0","1","1","0","1","0","0","1","1","1","0","0","0","-1","0","0","1","0","-1","1","0","0","0","0",3,10,3
"Makinen Marja-Vuokko","ReducMuch","0","0","Adjust","Yes","Keep","NotAny","Keep","RemAllowance","FinInterest","YesIfOther","CapIncome","EmpBenDed","Keep","1","Select","NotSoon","YesWithEU","ResRussian","Keep","BanHomeStrg","0","YesTrad","TooStrict","LocNetBan","NoInc","170","VoluntCoop","LessEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1",3,"0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,2
"Makinen Olavi","GrowMod","0","0","Keep","Yes","RaiseByMult","All","PricePrior","Other","FinInterest","Never","NotAny","NoneOfThese","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","NoIncrease","Keep","1","YesTrad","TooLoose","LocNetBan","IncButChoose","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0",3,"0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"0","-1","0","-1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",2,5,3
"Malkki Kyllikki","ReducSlight","0","1","NoImpact","Yes","Keep","NotAny","Fifty","Other","SuppWasMstk","Never","CapIncome","UnionFees","Keep","0","Keep","Never","YesWithEU","ResAllForeign","GrowMod","Keep","1","YesTrad","Fine","Keep","NoInc","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",3,"0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0",4,"-1","-1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",2,3,2
"Mannervo Helena","ReducMuch","0","1","Remove","Yes","Keep","NotAny","IncomePrior","RemAllowance","FinInterest","YesIfOther","CapIncome","UnionFees","Keep","0","Keep","Never","YesHumRight","ResRussian","GrowMod","Keep","0","YesTrad","Fine","Keep","IncAndLearn","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",3,"0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",3,"0","1","0","1","0","1","0","0","0","-1","-1","0","-1","0","-1","-1","0","0","1","0","-1","0","0","1","0","-1","0","-1","0","0","0",8,5,3
"Mantere Leena","ReducSlight","0","1","NoImpact","Yes","Keep","NotAny","Fifty","Other","DebtRestruct","YesAlways","CapIncome","NoneOfThese","Keep","0","Keep","NotSoon","YesHumRight","ResAllForeign","Keep","Keep","0","YesTrad","TooLoose","Keep","IncAndLearn","170","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",3,"0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0",3,"1","0","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,6,4
"Markkanen Pirjo","ReducMuch","0","0","Remove","Yes","Keep","NotAny","IncSligh","RemAllowance","DebtRestruct","YesIfOther","Capital","TFHomeSeller","Keep","1","Select","Never","YesHumRight","ResRussian","Reduce","Keep","0","YesTrad","Fine","Keep","NoInc","340","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0",3,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,2
"McDonald Outi","ReducSlight","0","0","Keep","Yes","RaiseByOne","NotAny","Fifty","DropDaycare","EuroWasMstk","Never","CapIncome","EmpBenDed","RemGrad","0","Select","NotSoon","YesHumRight","ResRussian","Keep","BanHomeStrg","0","YesTrad","Fine","LocNetBan","NoInc","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",3,"0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",3,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,1,2
"Meronen Tommi","ReducMuch","0","0","Adjust","Yes","Keep","NotAny","IncomePrior","RemAllowance","DebtRestruct","YesIfOther","NoneOfThese","NoneOfThese","Keep","0","Keep","NotSoon","YesHumRight","ResAllForeign","Keep","Keep","1","YesTrad","TooStrict","LocNetBan","IncAndLearn","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1",3,"0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",3,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,1,2
"Mertanen Eija","ReducMuch","0","0","NoImpact","Yes","Keep","RemAllowance","Fifty","DropDaycare","EuroWasMstk","YesAlways","CapIncome","TFHomeSeller","RemGrad","0","Keep","NotSoon","YesHumRight","ResAllForeign","Keep","Keep","1","YesTrad","Fine","Keep","NoInc","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0",3,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,2
"Metso Antero","ReducSlight","0","0","NoImpact","Yes","Keep","NotAny","IncSligh","CutBusiness","SuppWasMstk","YesAlways","CapIncome","EmpBenDed","Keep","0","Keep","Never","YesHumRight","ResRussian","GrowMod","Keep","0","YesTrad","Fine","LocNetBan","IncAndLearn","290","Keep","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0",3,"0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0",3,"1","0","1","0","0","1","0","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,8,4
"Mikkonen Sirpa","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","Other","SuppWasMstk","YesIfOther","NoneOfThese","NoneOfThese","Keep","0","Keep","Never","YesHumRight","ResAllForeign","NoIncrease","Loosen","1","YesTrad","TooLoose","Keep","NoInc","340","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0",3,"0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",2,"1","0","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","0","1","0","0","1","0","1","1","1","1","1","0","1","1",0,21,7
"Moilanen Marjatta","ReducMuch","0","0","NoImpact","Yes","RaiseByOne","IncAge","Fifty","DropDaycare","SuppWasMstk","YesIfOther","CapIncome","NoneOfThese","Keep","0","Keep","NotSoon","YesWithEU","ResAllForeign","Keep","BanHomeStrg","1","YesIfOpt","TooLoose","Keep","NoInc","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",3,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"1","0","1","1","1","0","0","0","0","1","0","0","-1","0","0","0","1","1","1","1","0","-1","-1","1","0","0","1","0","0","0","0",3,11,4
"Monaco Pia","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","IncSligh","RemAllowance","DebtRestruct","YesIfOther","CapIncome","TFHomeSeller","RemGrad","0","Keep","NotSoon","YesWithEU","ResAllForeign","GrowMod","Keep","0","YesTrad","Fine","LocNetBan","NoInc","290","VoluntCoop","LessEq",29,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1",3,"0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0",3,"1","1","0","1","1","1","0","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0","0","1","1",0,16,7
"Monkare Kari","ReducSlight","0","1","NoImpact","Yes","RaiseByOne","IncAge","IncomePrior","CutBusiness","FinInterest","YesIfOther","CapIncome","TFHomeSeller","RemGrad","1","Select","YesSoon","YesWithEU","NoRestrict","GrowMod","BanHomeStrg","1","YesIfOpt","Fine","LocNetBan","IncAndLearn","230","NewCouncil","LessEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",1,"0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",3,"1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",0,15,3
"Muinonen Petri","ReducSlight","0","1","Keep","NoRecommend","RaiseByMult","RemAllowance","PricePrior","Other","SuppWasMstk","YesAlways","Business","UnionFees","Remove","0","Select","NotSoon","YesWithEU","ResAllForeign","Keep","Keep","1","YesIfOpt","Fine","LocNetBan","NoInc","230","NewCouncil","LessEq",29,"0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"1","0","-1","0","-1","0","1","1","1","0","-1","0","1","1","0","-1","-1","0","0","-1","0","1","1","-1","-1","-1","0","-1","0","-1","0",11,8,6
"Niiles Paavo","ReducMuch","0","0","Keep","Yes","Keep","IncAge","Keep","Other","SuppWasMstk","YesIfOther","Capital","UnionFees","Keep","0","Keep","NotSoon","YesHumRight","NoRestrict","Keep","BanHandG","1","YesTrad","TooLoose","LocNetBan","IncAndLearn","340","Must","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0",3,"0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,2
"Nummensalo Kati","ReducMuch","0","1","Keep","Yes","Keep","NotAny","Fifty","DropDaycare","SuppWasMstk","YesAlways","CapIncome","EmpBenDed","Keep","0","Keep","NotSoon","YesHumRight","NoRestrict","Keep","Keep","0","YesTrad","TooLoose","LocNetBan","NoInc","170","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1",3,"0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0,5,4
"Oster Daisy","ReducSlight","0","0","NoImpact","Yes","Keep","NotAny","IncSligh","Other","SuppWasMstk","YesIfOther","Income","TFHomeSeller","Keep","0","Keep","NotSoon","YesHumRight","ResAllForeign","GrowMod","Keep","1","YesTrad","TooStrict","LocNetBan","NoInc","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",3,"0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1",3,"1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","-1","1","1","1","0","0","0","0","0","0","0",1,7,4
"Ostman Peter","ReducMuch","0","1","NoImpact","Yes","Keep","NotAny","Fifty","Other","SuppWasMstk","YesAlways","CapIncome","UnionFees","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","Keep","Keep","0","YesTrad","Fine","Keep","IncAndLearn","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0",3,"0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",3,"1","1","0","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",0,9,4
"Palm Sari","ReducSlight","0","0","NoImpact","Yes","Keep","NotAny","IncSligh","CutBusiness","SuppWasMstk","YesAlways","CapIncome","EmpBenDed","RemGrad","0","Keep","NotSoon","YesHumRight","ResAllForeign","Keep","BanHomeStrg","0","YesTrad","Fine","LocNetBan","NoInc","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0",3,"0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0",3,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,2,2
"Palviainen Petri","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","NoCut","SuppWasMstk","YesIfOther","CapIncome","HouseHDed","RemGrad","0","Keep","Never","YesHumRight","ResRussian","Keep","Keep","1","YesTrad","Fine","Keep","NoInc","290","Keep","Keep",29,"0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","1","0","1",1,6,4
"Parant Mirjami","ReducMuch","0","0","Adjust","Yes","RaiseByOne","IncAge","Fifty","Other","EuroWasMstk","YesIfOther","CapIncome","TFHomeSeller","RemGrad","1","Keep","Never","YesHumRight","ResRussian","GrowMod","BanHomeStrg","1","YesIfOpt","TooLoose","LocNetBan","Reduce","170","VoluntCoop","RemEq",29,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0",3,"0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0",4,"1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,4,4
"Parviainen Tiina","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","RemAllowance","EuroWasMstk","YesAlways","Capital","NoneOfThese","Keep","0","Keep","Never","YesHumRight","ResAllForeign","GrowMod","BanHomeStrg","1","YesTrad","Fine","LocNetBan","NoInc","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",3,"1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,2
"Paulanto Hanna","ReducMuch","0","0","Adjust","Yes","Reduce","NotAny","IncSligh","Other","DebtRestruct","YesAlways","CapIncome","NoneOfThese","Keep","0","Keep","Never","YesWithEU","ResRussian","NoIncrease","BanHomeStrg","1","YesTrad","Fine","LocNetBan","NoInc","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0",3,"0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0",3,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","-1","0","0","1","0","0","0","0","0","0","0",1,6,4
"Pekkala Alice","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","IncSligh","Other","DebtRestruct","YesIfOther","Capital","NoneOfThese","Keep","0","Keep","Never","YesHumRight","ResAllForeign","NoIncrease","Keep","1","YesTrad","Fine","Keep","IncAndLearn","290","NewCouncil","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",3,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,2
"Peth Mikaela","ReducSlight","1","1","Keep","Yes","RaiseByMult","IncAge","Keep","CutAgri","FinInterest","Never","VAT","NoneOfThese","Keep","0","Volunteer","NotSoon","YesHumRight","NoRestrict","Keep","Loosen","1","YesTrad","TooLoose","LocNetBan","IncAndLearn","0","Must","LessEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",3,"0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0",3,"1","0","1","1","0","1","1","0","1","1","1","1","1","1","0","0","0","1","0","0","0","0","-1","-1","0","0","1","0","1","0","0",2,14,3
"Peuhkuri Laura","ReducSlight","0","1","NoImpact","Yes","RaiseByOne","IncAge","Fifty","DropDaycare","DebtRestruct","YesIfOther","CapIncome","TFHomeSeller","RemGrad","0","Keep","NotSoon","YesWithEU","NoRestrict","Keep","BanHomeStrg","0","YesTrad","Fine","LocNetBan","IncAndLearn","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",3,"1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0",1,2,2
"Pietikainen Petteri","ReducSlight","0","0","Adjust","Yes","RaiseByOne","NotAny","Fifty","RemAllowance","FinInterest","YesIfOther","CapIncome","NoneOfThese","Keep","0","Keep","YesNotSoon","YesHumRight","ResRussian","Keep","Keep","0","YesTrad","Fine","Keep","IncAndLearn","170","NewCouncil","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",1,1,2
"Pietila Miina","ReducMuch","0","1","NoImpact","Yes","Keep","IncAge","IncomePrior","RemAllowance","SuppWasMstk","YesAlways","CapIncome","EmpBenDed","Keep","1","Keep","NotSoon","YesHumRight","NoRestrict","Keep","BanHomeStrg","1","YesTrad","Fine","LocNetBan","NoInc","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",3,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,2,2
"Puhakka Suvi","ReducMuch","0","0","NoImpact","Yes","RaiseByMult","NotAny","IncomePrior","Other","SuppWasMstk","YesIfOther","CapIncome","NoneOfThese","Keep","0","Keep","NotSoon","YesHumRight","NoRestrict","Keep","Keep","0","YesIfOpt","Fine","LocNetBan","NoInc","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1",3,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,1,5
"Pulkkinen Perttu","ReducSlight","0","1","Adjust","Yes","RaiseByOne","IncAge","Keep","Other","FinInterest","YesAlways","Capital","NoneOfThese","Keep","0","Keep","NotSoon","YesWithEU","ResAllForeign","NoIncrease","Keep","0","YesIfOpt","TooLoose","LocNetBan","NoneOfThese","0","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1",3,"0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0",1,0,2
"Pursiainen Sirpa","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","RemAllowance","QuitEuro","Never","Capital","TFHomeSeller","Keep","0","Keep","Never","YesHumRight","ResAllForeign","GrowMod","BanHomeStrg","1","YesIfOpt","TooLoose","LocNetBan","NoInc","340","Keep","Keep",29,"0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",3,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"1","1","1","1","1","0","1","0","0","1","1","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","1","1","-1","0","-1",3,11,4
"Puuska Karolina","ReducSlight","0","1","NoImpact","Yes","RaiseByOne","IncAge","IncSligh","DropDaycare","FinInterest","YesIfOther","VAT","EmpBenDed","Keep","1","Keep","YesNotSoon","YesHumRight","ResRussian","GrowMod","Keep","0","YesTrad","Fine","LocNetBan","IncAndLearn","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0",3,"0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",3,"1","1","0","0","1","1","0","1","0","1","0","1","0","0","-1","1","0","1","0","0","-1","0","0","0","1","0","1","1","1","0","1",2,14,3
