"ID";"ElectDistrict";"Party";"Age";"Gender";"Independent";"Region";"EduLvl";"RegElected";"MP";"EuroMP"
"Tulla Matti";"S-Savonia";"KESK";50;"M";0;"S-Savonia";4;1;0;0
"Tuuha Hanna";"Kymi";"KESK";21;"F";0;"S-Karelia";3;0;0;0
"Uusihonko Hannu";"Satakunta";"KESK";45;"M";0;"Satakunta";6;0;0;0
"Vainionpaa-Tahvanainen Jaana";"Vaasa";"KESK";42;"F";0;"N-Ostrobothnia";6;1;0;0
"Vartiainen Mika";"Tavastia";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Vastamaki-Ahola Anne";"Satakunta";"KESK";52;"F";0;"Satakunta";3;1;0;0
"Vayrynen Paavo";"Uusimaa";"KESK";64;"M";0;"Uusimaa";7;1;1;0
"Vehkapera Mirja";"Oulu";"KESK";35;"F";0;"N-Ostrobothnia";6;1;1;0
"Vehvilainen Anu";"N-Karelia";"KESK";47;"F";0;"N-Karelia";6;1;1;0
"Veikkola Paivi";"Tavastia";"KESK";43;"F";0;"Tavastia Proper";4;1;0;0
"Viljanen Eerikki";"Uusimaa";"KESK";35;"M";0;"Uusimaa";3;1;0;0
"Vuorenpaa Pirjo";"C-Finland";"KESK";51;"F";0;"C-Finland";6;1;0;0
"Yla-Outinen Mia";"Kymi";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Ylitalo Eero";"Lapland";"KESK";55;"M";0;"Lapland";5;1;0;0
"Ahlakorpi Arto";"Lapland";"SKP";65;"M";0;"Lapland";3;0;0;0
"Alanko Mervi";"Pirkanmaa";"SKP";29;"F";0;"Pirkanmaa";3;0;0;0
"Alhojarvi Lauri";"Helsinki";"SKP";27;"M";0;NA;0;0;0;0
"Aasnabrygg Jarmo";"Helsinki";"SKP";44;"M";0;"Uusimaa";2;0;0;0
"Auer Irene";"Helsinki";"SKP";24;"F";0;"Uusimaa";3;0;0;0
"Era Hanna";"C-Finland";"SKP";30;"F";0;"C-Finland";3;0;0;0
"Hakala Tapio";"Vaasa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Hakanen Yrjo";"Helsinki";"SKP";58;"M";0;"Uusimaa";6;1;0;0
"Halonen Riitta";"Pirkanmaa";"SKP";67;"F";0;"Pirkanmaa";4;0;0;0
"Haukka Juha";"Tavastia";"SKP";50;"M";0;"Paijat-Hame";3;0;0;0
"Hautala Irma";"Uusimaa";"SKP";67;"F";0;"Uusimaa";4;0;0;0
"Haverinen Pertti";"Finland Proper";"SKP";66;"M";0;"W-Finland";1;1;0;0
"Hayrynen Tommy";"N-Savonia";"SKP";40;"M";0;"N-Savonia";4;0;0;0
"Heikkila Arto";"N-Karelia";"SKP";62;"M";0;"N-Karelia";0;0;0;0
"Heikkinen Marjut";"Oulu";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Heinonen Jari";"Pirkanmaa";"SKP";58;"M";0;"Pirkanmaa";7;1;0;0
"Heinonen Johannes";"Pirkanmaa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Helenius Ken";"Finland Proper";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Hernberg Kalle";"Helsinki";"SKP";36;"M";0;"Uusimaa";6;0;0;0
"Hernberg Robert";"Vaasa";"SKP";NA;"M";0;NA;0;0;0;0
"Hongisto Markku";"Finland Proper";"SKP";55;"M";0;"W-Finland";1;0;0;0
"Huhtala Jari";"Oulu";"SKP";43;"M";0;"N-Ostrobothnia";2;0;0;0
"Huhtala Markku";"Pirkanmaa";"SKP";49;"M";0;"Pirkanmaa";1;0;0;0
"Hulden Larry";"Uusimaa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Hulden Lena";"Uusimaa";"SKP";54;"F";0;"Uusimaa";7;0;0;0
"Jarvenpaa Elina";"Helsinki";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Jaske Teea";"Finland Proper";"SKP";NA;"F";0;"W-Finland";5;0;0;0
"Juhala Simo";"Satakunta";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Jukarainen Mauri";"C-Finland";"SKP";58;"M";0;"C-Finland";2;0;0;0
"Julkunen Asko";"N-Savonia";"SKP";52;"M";0;"N-Savonia";3;0;0;0
"Kahmi Sippo";"Uusimaa";"SKP";25;"M";0;"Uusimaa";3;0;0;0
"Kainulainen Aino";"C-Finland";"SKP";27;"F";0;"C-Finland";5;0;0;0
"Kallinen Timo";"Uusimaa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Kangas Kirsti";"Helsinki";"SKP";56;"F";0;"Uusimaa";0;0;0;0
"Kantola Camilla";"Finland Proper";"SKP";30;"F";0;"W-Finland";5;0;0;0
"Karttunen Kirsi";"Oulu";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Kejonen Eira";"Finland Proper";"SKP";61;"F";1;"W-Finland";5;0;0;0
"Kekalainen Markku";"Uusimaa";"SKP";66;"M";1;"Uusimaa";1;0;0;0
"Ketoharju Hannu";"N-Karelia";"SKP";63;"M";0;"N-Karelia";1;0;0;0
"Kettunen Jonas";"Oulu";"SKP";27;"M";0;"Kainuu";3;0;0;0
"Kiessling Kaija";"Finland Proper";"SKP";64;"F";0;"W-Finland";4;0;0;0
"Kivisto Anni";"C-Finland";"SKP";27;"F";0;NA;0;0;0;0
"Koirikivi Tuukka";"Uusimaa";"SKP";20;"M";0;"Uusimaa";3;0;0;0
"Koivunen Eino";"Lapland";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Koivunen Toivo";"Lapland";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Kolehmainen Pertti";"Uusimaa";"SKP";64;"M";0;"Uusimaa";1;0;0;0
"Kolmonen Reino";"Vaasa";"SKP";62;"M";0;"Ostrobothnia";1;0;0;0
"Kopra Vappu";"Pirkanmaa";"SKP";31;"F";0;"Pirkanmaa";3;0;0;0
"Korhonen Mikko";"Helsinki";"SKP";31;"M";0;"Uusimaa";3;0;0;0
"Kortelainen Satu";"C-Finland";"SKP";38;"F";0;"C-Finland";6;0;0;0
"Kortelainen Seppo";"Uusimaa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Korvela Marko";"Vaasa";"SKP";37;"M";0;"Uusimaa";5;0;0;0
"Koskiranta Tuula";"C-Finland";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Kovanen Juha";"Uusimaa";"SKP";64;"M";0;"Uusimaa";4;0;0;0
"Krivokapic Milutin";"Uusimaa";"SKP";30;"M";0;"Uusimaa";3;0;0;0
"Kuivalainen Tuija";"N-Karelia";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Kurttila Heikki";"Uusimaa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Laaksonen Leena";"Finland Proper";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Lamminen Miska";"C-Finland";"SKP";23;"M";1;"C-Finland";3;0;0;0
"Lankinen Vesa";"C-Finland";"SKP";50;"M";0;"C-Finland";5;1;0;0
"Lappi Jussi-Petteri";"Helsinki";"SKP";28;"M";0;"Uusimaa";3;0;0;0
"Leppajoki Seija";"Finland Proper";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Leppanen Martti";"Finland Proper";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Lilja Juhani";"Helsinki";"SKP";NA;"M";0;"Uusimaa";4;0;0;0
"Lintunen Taavi";"Pirkanmaa";"SKP";75;"M";0;"Pirkanmaa";1;0;0;0
"Lof Martin";"Vaasa";"SKP";27;"M";0;"Ostrobothnia";5;0;0;0
"Lukander Iida (Ibi Love)";"Helsinki";"SKP";26;"F";1;"Uusimaa";5;0;0;0
"Lundgren Arja";"Satakunta";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Lundgren Pekka";"Finland Proper";"SKP";57;"M";0;"W-Finland";1;0;0;0
"Makela Miia-Madeleine";"Finland Proper";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Maksniemi Marianne";"Oulu";"SKP";24;"F";0;"Kainuu";3;0;0;0
"Manner Hannele";"Uusimaa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Muhonen Jarmo";"Pirkanmaa";"SKP";54;"M";0;"Pirkanmaa";3;0;0;0
"Mustonen Eeva";"N-Savonia";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Mutta Markus";"Uusimaa";"SKP";28;"M";0;"Uusimaa";3;0;0;0
"Najafi Hossein";"C-Finland";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Nousiainen Veikko";"Oulu";"SKP";50;"M";0;"N-Ostrobothnia";3;0;0;0
"Nurminen Pentti";"Uusimaa";"SKP";64;"M";0;"Uusimaa";3;0;0;0
"Nyman Kari";"Oulu";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Oinas Katriina";"Oulu";"SKP";32;"F";0;"N-Ostrobothnia";6;0;0;0
"Pakkasvirta Anneli (Anneli Sauli)";"Helsinki";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Peitsamo Kari";"Helsinki";"SKP";53;"M";1;"Uusimaa";3;0;0;0
"Pere Paula";"Helsinki";"SKP";53;"F";1;"Uusimaa";4;0;0;0
"Pesonen Jouko";"Pirkanmaa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Petajaniemi Marja";"Vaasa";"SKP";61;"F";0;"C-Finland";3;0;0;0
"Pietila Pauli";"Tavastia";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Pistokoski-Tikkala Kaarina";"Lapland";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Pitka Tero";"Tavastia";"SKP";34;"M";0;"Paijat-Hame";4;0;0;0
"Porspakka Jori";"Uusimaa";"SKP";62;"M";0;"Uusimaa";1;0;0;0
"Putkonen Arja";"Helsinki";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Raikka Laila";"Pirkanmaa";"SKP";68;"F";1;NA;0;0;0;0
"Rantonen Ossi";"N-Savonia";"SKP";48;"M";1;"N-Savonia";4;0;0;0
"Roito Tuomas";"Uusimaa";"SKP";26;"M";0;NA;0;0;0;0
"Ruokola Juha";"Pirkanmaa";"SKP";27;"M";0;"Pirkanmaa";3;0;0;0
"Ruttonen Raimo";"N-Karelia";"SKP";67;"M";0;"N-Karelia";6;0;0;0
"Ruuskanen Anne";"N-Savonia";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Saarelainen Veijo";"N-Karelia";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Saarijarvi Irmeli";"Pirkanmaa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Saarto Antti";"N-Savonia";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Salava Hannele";"Helsinki";"SKP";60;"F";0;"Uusimaa";5;0;0;0
"Salminen Hannu";"Tavastia";"SKP";56;"M";0;"Paijat-Hame";6;0;0;0
"Salminen Rauni";"Uusimaa";"SKP";65;"F";0;"Uusimaa";6;0;0;0
"Sandberg Antti";"Finland Proper";"SKP";35;"M";0;"W-Finland";3;0;0;0
"Sandberg Tiina";"Uusimaa";"SKP";37;"F";0;"Uusimaa";5;0;0;0
"Sankiaho Tapio";"C-Finland";"SKP";42;"M";1;NA;5;0;0;0
"Schadrin Pauli";"Pirkanmaa";"SKP";56;"M";0;"Pirkanmaa";4;0;0;0
"Siirila Tapio";"Lapland";"SKP";65;"M";0;"Lapland";6;0;0;0
"Siirtola Satu";"Pirkanmaa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Siivonen Stacy";"Helsinki";"SKP";41;"F";1;"Uusimaa";5;0;0;0
"Silen Jarkko";"Finland Proper";"SKP";45;"M";0;"W-Finland";6;0;0;0
"Sillman Aino";"C-Finland";"SKP";60;"F";0;"C-Finland";3;0;0;0
"Simonen Satu";"C-Finland";"SKP";NA;"F";0;"C-Finland";5;0;0;0
"Sorvali Ritva";"Tavastia";"SKP";53;"F";0;"Tavastia Proper";6;0;0;0
"Storm Pentti";"Uusimaa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Suhonen Eetu";"C-Finland";"SKP";53;"M";0;"C-Finland";2;0;0;0
"Sulopuisto Ari";"N-Karelia";"SKP";59;"M";0;"N-Karelia";3;0;0;0
"Suokas Riitta";"Pirkanmaa";"SKP";58;NA;0;NA;0;0;0;0
"Suonpera Arjo";"Uusimaa";"SKP";65;"M";0;"Uusimaa";6;0;0;0
"Susi Erkki";"Helsinki";"SKP";64;"M";0;"Uusimaa";7;0;0;0
"Sutinen Reijo";"Tavastia";"SKP";62;"M";0;"Tavastia Proper";3;0;0;0
"Svenn Paavo";"N-Savonia";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Tervo Pasi";"N-Savonia";"SKP";37;"M";0;"N-Savonia";4;0;0;0
"Tiainen Hannu";"Pirkanmaa";"SKP";56;"M";0;"Pirkanmaa";1;0;0;0
"Tikkala Esko";"Lapland";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Toivanen Aapo";"Pirkanmaa";"SKP";30;"M";0;"Pirkanmaa";5;0;0;0
"Tolkko Anna-Mili";"Helsinki";"SKP";24;"F";0;"Uusimaa";3;0;0;0
"Torni-Manninen Lila";"Finland Proper";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Tossavainen Reijo";"Uusimaa";"SKP";61;"M";0;"Uusimaa";7;0;0;0
"Tukia Tapio";"Uusimaa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Tuomala Kerstin";"Lapland";"SKP";63;"F";0;"Lapland";6;0;0;0
"Tuominen Heidi";"Lapland";"SKP";35;"F";0;"Lapland";2;0;0;0
"Tynja Riitta";"C-Finland";"SKP";58;"F";0;"C-Finland";6;1;0;0
"Vaisanen Ano";"S-Savonia";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Vaisanen Juha-Pekka";"Helsinki";"SKP";44;"M";0;"Uusimaa";6;0;0;0
"Vaisanen Vilja";"N-Karelia";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Vansen Mailis";"Uusimaa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Vaskonen Martti";"N-Karelia";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Vesterinen Marja Rakel";"Uusimaa";"SKP";NA;NA;NA;NA;NA;NA;NA;NA
"Viitaniemi Arto";"Uusimaa";"SKP";63;"M";0;"Uusimaa";4;0;0;0
"Vuolo-Aarila Kirsti";"Finland Proper";"SKP";NA;"F";0;NA;6;0;0;0
"Vuorenpaa Matti";"Satakunta";"SKP";53;"M";0;"Satakunta";3;0;0;0
"Wallenius Anni";"Helsinki";"SKP";23;"F";1;"Uusimaa";3;0;0;0
"Ylonen Iida";"Uusimaa";"SKP";26;"F";1;"Uusimaa";3;0;0;0
"Aalto Pirkka";"Lapland";"KD";41;"M";0;"Lapland";7;1;0;0
"Aalto Seija";"Kymi";"KD";53;"F";0;"Kymenlaakso";6;0;0;0
"Ahvenjarvi Sauli";"Satakunta";"KD";53;"M";0;"Satakunta";7;1;0;0
"Ainali Veli";"Oulu";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Aitto-oja Vesa";"Oulu";"KD";43;"M";1;"N-Ostrobothnia";4;0;0;0
"Andersson Niklas";"Uusimaa";"KD";32;"M";0;"Uusimaa";5;1;0;0
"Annala Tapani";"Pirkanmaa";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Arvidsson Teija";"Tavastia";"KD";49;"F";0;NA;6;1;0;0
"Auer Virpi";"Uusimaa";"KD";30;"F";0;"Uusimaa";4;0;0;0
"Auvinen Tuomas";"Helsinki";"KD";24;"M";0;"Uusimaa";5;0;0;0
"Auvinen Ville";"Finland Proper";"KD";45;"M";0;"W-Finland";7;1;0;0
"Bollstrom Harri";"Uusimaa";"KD";48;"M";0;NA;3;0;0;0
"Chugh Amarjit";"Uusimaa";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Ebeling Mika";"Helsinki";"KD";46;"M";0;"Uusimaa";6;1;0;0
"Eeva Raija";"Finland Proper";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Elo Liisa";"Uusimaa";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Falk Sonja";"Tavastia";"KD";34;"F";0;"Paijat-Hame";6;0;0;0
"Forsberg Andreas";"Helsinki";"KD";30;"M";0;"Uusimaa";5;0;0;0
"Gerges Maher";"Uusimaa";"KD";44;"M";0;"Uusimaa";0;0;0;0
"Haapala Jaakko";"N-Savonia";"KD";56;"M";1;"N-Savonia";5;0;0;0
"Haapala Riitta";"Pirkanmaa";"KD";45;"F";0;"Pirkanmaa";6;1;0;0
"Haapoja Mervi";"Vaasa";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Hali Pirkko";"Vaasa";"KD";62;"F";0;"N-Ostrobothnia";4;1;0;0
"Halme Ulla";"Helsinki";"KD";57;"F";0;"Uusimaa";4;0;0;0
"Hamalainen Ilkka";"Kymi";"KD";21;"M";0;"Kymenlaakso";0;0;0;0
"Hanhisalo Maria";"Vaasa";"KD";44;"F";0;"S-Ostrobothnia";4;1;0;0
"Happonen Juhani";"N-Savonia";"KD";65;"M";0;"N-Savonia";6;0;0;0
"Harakka Terttu";"Vaasa";"KD";61;"F";0;"Ostrobothnia";7;0;0;0
"Hartikka Yrjo";"Tavastia";"KD";55;"M";0;"Paijat-Hame";4;0;0;0
"Haverinen Soili";"Uusimaa";"KD";34;"F";0;"Uusimaa";6;0;0;0
"Helistekangas Erkki";"Lapland";"KD";58;"M";0;"Lapland";1;1;0;0
"Hellgren Jussi";"Pirkanmaa";"KD";51;"M";0;"Pirkanmaa";5;1;0;0
"Hiienkoski Petteri";"Helsinki";"KD";45;"M";1;"Uusimaa";6;0;0;0
"Hiltunen Eero";"C-Finland";"KD";56;"M";0;"C-Finland";6;0;0;0
"Himanen Petri";"Kymi";"KD";NA;"M";0;"Kymenlaakso";0;1;0;0
"Hoikkaniemi Marko";"Oulu";"KD";39;"M";0;"N-Ostrobothnia";5;0;0;0
"Hokkanen Heimo";"Vaasa";"KD";61;"M";0;"Ostrobothnia";4;1;0;0
"Holtta Arto";"C-Finland";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Hurmalainen Ahti";"Uusimaa";"KD";50;"M";0;"Uusimaa";5;0;0;0
"Hynynen Evelyn";"Oulu";"KD";49;"F";0;"Kainuu";6;1;0;0
"Hyttinen Anita";"N-Savonia";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Ilvesmaki Mika";"C-Finland";"KD";NA;"M";1;"C-Finland";6;1;0;0
"Inget Jarmo";"Lapland";"KD";31;"M";1;"Lapland";0;1;0;0
"Inhanli Murat";"Finland Proper";"KD";45;"M";0;"W-Finland";5;0;0;0
"Issakainen Martti";"Uusimaa";"KD";65;"M";1;"Uusimaa";6;0;0;0
"Isuls Paivi";"Vaasa";"KD";53;"F";0;"Ostrobothnia";4;0;0;0
"Jaaskelainen Jouko";"Uusimaa";"KD";59;"M";0;"Uusimaa";7;1;0;0
"Jaaskelainen Juho";"Finland Proper";"KD";NA;"M";0;"W-Finland";0;0;0;0
"Jaaskelainen Suvi";"Finland Proper";"KD";NA;"F";0;"W-Finland";3;0;0;0
"Jarvenpaa Kaarina";"Uusimaa";"KD";58;"F";0;"Uusimaa";6;0;0;0
"Jarvinen Sami";"S-Savonia";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Jebraeil Cyrus";"Lapland";"KD";33;"M";0;"Lapland";6;0;0;0
"Jouppi Mauno";"Vaasa";"KD";64;"M";0;"Ostrobothnia";2;1;0;0
"Jukkola Jaakko";"Oulu";"KD";71;"M";1;"N-Ostrobothnia";1;0;0;0
"Jurvansuu Hannah";"Kymi";"KD";46;"F";0;"Kymenlaakso";4;1;0;0
"Jussila Jorma";"Pirkanmaa";"KD";52;"M";0;"Pirkanmaa";4;1;0;0
"Kaartinen Leena";"Tavastia";"KD";69;"F";0;"Paijat-Hame";6;1;0;0
"Kahtava Simo";"Oulu";"KD";54;"M";0;"N-Ostrobothnia";1;1;0;0
"Kangas Ros-Britt";"Uusimaa";"KD";50;"F";0;"Uusimaa";5;0;0;0
"Kangasniemi Lauri";"Pirkanmaa";"KD";NA;"M";0;NA;0;0;0;0
"Kankaanniemi Toimi";"C-Finland";"KD";61;"M";0;"C-Finland";5;1;1;0
"Kariniemi Seppo";"Tavastia";"KD";27;"M";0;"Tavastia Proper";5;0;0;0
"Karjalainen Ossi";"Lapland";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Kehusmaa Mikko";"Lapland";"KD";34;"M";0;"Lapland";3;0;0;0
"Keinanen Tuomo";"N-Savonia";"KD";43;"M";0;"N-Savonia";7;0;0;0
"Kemppainen Marja-Leena";"Oulu";"KD";55;"F";0;"N-Ostrobothnia";5;1;0;0
"Keskitalo Timo";"Helsinki";"KD";52;"M";1;"Uusimaa";6;0;0;0
"Kianto Sirkku";"Oulu";"KD";46;"F";0;"Kainuu";3;0;0;0
"Kiertokari Vesa";"Finland Proper";"KD";47;"M";0;"W-Finland";6;0;0;0
"Kilpelainen Veijo";"Kymi";"KD";45;"M";0;"Kymenlaakso";6;1;0;0
"Kivinen Antti";"N-Savonia";"KD";18;"M";0;"N-Savonia";2;0;0;0
"Klefstrom Pentti";"Uusimaa";"KD";70;"M";0;"Uusimaa";7;0;0;0
"Klemola Raine";"Uusimaa";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Koivisto Timo";"Oulu";"KD";29;"M";0;"N-Ostrobothnia";5;0;0;0
"Komppa Kalevi";"Kymi";"KD";58;"M";0;"Kymenlaakso";2;0;0;0
"Konttinen Harri";"Uusimaa";"KD";39;"M";0;"Uusimaa";3;0;0;0
"Korhonen Kari";"Vaasa";"KD";41;"M";0;"Ostrobothnia";0;0;0;0
"Koskinen Eero";"Pirkanmaa";"KD";55;"M";0;"Pirkanmaa";4;0;0;0
"Koskinen Riitta";"C-Finland";"KD";63;"F";0;"C-Finland";6;0;0;0
"Kosonen Timo";"Pirkanmaa";"KD";34;"M";0;"Pirkanmaa";6;0;0;0
"Kuusjarvi Markku";"Pirkanmaa";"KD";56;"M";0;"Pirkanmaa";4;1;0;0
"Laakso Tarvo";"Pirkanmaa";"KD";55;"M";0;"Pirkanmaa";5;0;0;0
"Lahteenmaki Heikki";"Pirkanmaa";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Lahti Arto";"Helsinki";"KD";61;"M";0;"Uusimaa";6;0;0;0
"Lahti Kari";"C-Finland";"KD";53;"M";0;"C-Finland";3;0;0;0
"Lahtinen Erkki";"N-Savonia";"KD";52;"M";0;"N-Savonia";0;1;0;0
"Lahtinen Helena";"Vaasa";"KD";51;"F";0;"S-Ostrobothnia";6;1;0;0
"Laine Heimo";"Helsinki";"KD";NA;"M";0;"Uusimaa";4;0;0;0
"Lappalainen Tapani";"N-Savonia";"KD";44;"M";0;"N-Savonia";3;0;0;0
"Lehkamo Arto";"Uusimaa";"KD";48;"M";0;"Uusimaa";6;0;0;0
"Lehtinen Tom";"Finland Proper";"KD";52;"M";0;"W-Finland";4;1;0;0
"Lonnqvist Kenneth";"Helsinki";"KD";48;"M";0;"E-Uusimaa";7;0;0;0
"Loponen Marjo";"Tavastia";"KD";44;"F";0;"Paijat-Hame";6;1;0;0
"Maanselka Asmo";"C-Finland";"KD";29;"M";0;"C-Finland";6;1;0;0
"Maki Sari";"Uusimaa";"KD";44;"F";0;"Uusimaa";5;0;0;0
"Makila Heikki";"Tavastia";"KD";51;"M";0;"Paijat-Hame";6;1;0;0
"Makimattila Sari";"Helsinki";"KD";45;"F";0;"Uusimaa";7;0;0;0
"Makinen Marja-Vuokko";"Uusimaa";"KD";NA;"F";0;"Uusimaa";5;0;0;0
"Makinen Olavi";"Pirkanmaa";"KD";NA;"M";0;"Pirkanmaa";4;1;0;0
"Malk Veikko";"N-Karelia";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Malkki Kyllikki";"Uusimaa";"KD";61;"F";0;"Uusimaa";4;0;0;0
"Mannervo Helena";"Finland Proper";"KD";42;"F";0;"W-Finland";4;0;0;0
"Mantere Leena";"Tavastia";"KD";54;"F";0;"Paijat-Hame";5;1;0;0
"Markkanen Pirjo";"Lapland";"KD";46;"F";0;"Lapland";4;0;0;0
"McDonald Outi";"Uusimaa";"KD";54;"F";0;"Uusimaa";6;1;0;0
"Meronen Tommi";"C-Finland";"KD";28;"M";0;"C-Finland";3;0;0;0
"Mertanen Eija";"Kymi";"KD";50;"F";0;"S-Karelia";5;1;0;0
"Metso Antero";"Oulu";"KD";40;"M";0;"N-Ostrobothnia";6;0;0;0
"Mikkonen Janni";"Vaasa";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Mikkonen Sirpa";"S-Savonia";"KD";NA;"F";0;"S-Savonia";0;1;0;0
"Moilanen Marjatta";"Kymi";"KD";56;"F";0;"S-Karelia";6;1;0;0
"Monaco Pia";"Helsinki";"KD";NA;"F";0;"Uusimaa";5;0;0;0
"Monkare Kari";"Uusimaa";"KD";60;"M";0;"Uusimaa";6;0;0;0
"Muinonen Petri";"Uusimaa";"KD";41;"M";0;"Uusimaa";6;0;0;0
"Mukhtar Abdullahi Riag";"Helsinki";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Niiles Paavo";"C-Finland";"KD";60;"M";0;"C-Finland";3;1;0;0
"Nummensalo Kati";"Vaasa";"KD";36;"F";0;"S-Ostrobothnia";6;1;0;0
"Nuotio Petri";"C-Finland";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Oster Daisy";"Oulu";"KD";35;"F";0;NA;0;0;0;0
"Ostman Peter";"Vaasa";"KD";49;"M";0;"Ostrobothnia";4;1;0;0
"Palm Sari";"Kymi";"KD";44;"F";0;"Kymenlaakso";6;1;1;0
"Palviainen Petri";"Uusimaa";"KD";47;"M";0;"Uusimaa";4;0;0;0
"Parant Mirjami";"Uusimaa";"KD";63;"F";1;"Uusimaa";4;0;0;0
"Parviainen Tiina";"N-Savonia";"KD";NA;"F";0;"N-Savonia";4;0;0;0
"Paulanto Hanna";"Uusimaa";"KD";42;"F";0;"Uusimaa";3;0;0;0
"Pekkala Alice";"Oulu";"KD";54;"F";0;"N-Ostrobothnia";5;0;0;0
"Peltonen Susanna";"Tavastia";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Peth Mikaela";"Helsinki";"KD";34;"F";0;"Uusimaa";5;0;0;0
"Peuhkuri Laura";"Kymi";"KD";35;"F";0;"S-Karelia";6;0;0;0
"Pietikainen Petteri";"Helsinki";"KD";44;"M";1;"Uusimaa";6;0;0;0
"Pietila Miina";"Tavastia";"KD";33;"F";0;"Tavastia Proper";3;0;0;0
"Pokki Timo";"Tavastia";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Puhakka Suvi";"Uusimaa";"KD";20;"F";0;"Uusimaa";0;0;0;0
"Pulkkinen Perttu";"Uusimaa";"KD";38;"M";0;"Uusimaa";5;0;0;0
"Pursiainen Sirpa";"Pirkanmaa";"KD";31;"F";0;"Pirkanmaa";6;0;0;0
"Puuska Karolina";"Helsinki";"KD";30;"F";0;NA;6;0;0;0
"Raiha Timo";"Tavastia";"KD";57;"M";0;"Paijat-Hame";3;1;0;0
"Rajakari Maria";"Uusimaa";"KD";31;"F";0;"Uusimaa";5;0;0;0
"Raninen Kaija";"Finland Proper";"KD";68;"F";0;"W-Finland";2;0;0;0
"Rannisto Ari";"Pirkanmaa";"KD";52;"M";0;"Pirkanmaa";6;0;0;0
"Rantala Jouni";"Finland Proper";"KD";NA;"M";0;"W-Finland";4;0;0;0
"Rantalainen Juha";"Kymi";"KD";61;"M";0;"S-Karelia";6;1;0;0
