"ID";"ElectDistrict";"Party";"Age";"Gender";"Independent";"Region";"EduLvl";"RegElected";"MP";"EuroMP"
"Koivisto Marianne";"Tavastia";"PS";60;"F";0;"Tavastia Proper";5;0;0;0
"Koivu Anita";"Satakunta";"PS";65;"F";0;"Satakunta";5;1;0;0
"Kokko Osmo";"N-Karelia";"PS";56;"M";0;"N-Karelia";1;1;0;0
"Kokko Petri";"N-Karelia";"PS";47;"M";0;"N-Karelia";3;1;0;0
"Koskela Laila";"Pirkanmaa";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Koskinen Erkki";"Finland Proper";"PS";45;"M";0;"W-Finland";4;0;0;0
"Koskiniemi Hemmo";"Lapland";"PS";58;"M";0;"Lapland";5;1;0;0
"Kotimaki Jukka";"N-Savonia";"PS";55;"M";0;"N-Savonia";6;1;0;0
"Kuitunen Paula";"S-Savonia";"PS";60;"F";0;"S-Savonia";2;0;0;0
"Kulin Sirpa";"N-Savonia";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Kulmala Kari";"N-Karelia";"PS";45;"M";0;"N-Karelia";5;1;0;0
"Kulpakko Marko";"Vaasa";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Kuusinen Tuula";"Helsinki";"PS";67;"F";0;"Uusimaa";4;0;0;0
"Kvist Pekka";"Lapland";"PS";52;"M";0;"Lapland";3;0;0;0
"Kyllonen Matti";"Oulu";"PS";70;"M";0;"N-Ostrobothnia";7;0;0;0
"Kyyro Marja";"Uusimaa";"PS";63;"F";0;"Uusimaa";6;0;0;0
"Lahteenaro Heta";"Uusimaa";"PS";30;"F";0;"Uusimaa";5;1;0;0
"Lahti Vuokko";"Vaasa";"PS";35;"F";0;"N-Ostrobothnia";6;1;0;0
"Lahtinen Teemu";"Uusimaa";"PS";33;"M";0;"Uusimaa";5;1;0;0
"Laitila Tommi";"Satakunta";"PS";30;"M";0;"Satakunta";3;1;0;0
"Lajunen Liisa";"Kymi";"PS";65;"F";0;"S-Karelia";0;1;0;0
"Lamminkoski Sirkka-Liisa";"Vaasa";"PS";NA;"F";0;"S-Ostrobothnia";4;1;1;0
"Landen Maria";"Helsinki";"PS";24;"F";0;NA;0;0;0;0
"Lehtinen Lasse";"Vaasa";"PS";56;"M";0;"N-Ostrobothnia";7;0;0;0
"Lehtinen Pertti";"S-Savonia";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Lehto Rami";"Tavastia";"PS";38;"M";0;"Paijat-Hame";0;1;0;0
"Lehto Raul";"Kymi";"PS";37;"M";0;"Kymenlaakso";5;1;0;0
"Lehto Saana";"Uusimaa";"PS";32;"F";0;"Uusimaa";5;0;0;0
"Leivonen Sanna";"Finland Proper";"PS";29;"F";0;"W-Finland";3;0;0;0
"Leppala Harri";"Vaasa";"PS";44;"M";0;"Ostrobothnia";3;1;0;0
"Leppanen Marja-Leena";"Kymi";"PS";63;"F";0;"S-Karelia";3;1;0;0
"Leskinen Pekka";"S-Savonia";"PS";NA;"M";0;"S-Savonia";1;1;0;0
"Leskinen Seppo";"Oulu";"PS";61;"M";0;NA;0;1;0;0
"Lindholm Esa";"Lapland";"PS";49;"M";0;"Lapland";3;0;0;0
"Lindstrom Jari";"Kymi";"PS";45;"M";0;"Kymenlaakso";3;1;0;0
"Liukkonen Juha";"Oulu";"PS";44;"M";0;"N-Ostrobothnia";5;1;0;0
"Ljungqvist Kristina";"Helsinki";"PS";63;"F";0;"Uusimaa";3;0;0;0
"Lohela Maria";"Finland Proper";"PS";32;"F";0;"W-Finland";5;1;0;0
"Louhelainen Anne";"Tavastia";"PS";46;"F";0;"Paijat-Hame";4;1;0;0
"Luoto Heikki";"Pirkanmaa";"PS";41;"M";0;"Pirkanmaa";3;1;0;0
"Maenpaa Juha";"Vaasa";"PS";39;"M";0;"S-Ostrobothnia";4;1;0;0
"Maenranta Pasi";"Satakunta";"PS";47;"M";0;"Satakunta";1;1;0;0
"Makela Jani";"Kymi";"PS";34;"M";0;"S-Karelia";5;0;0;0
"Makela Martti";"Tavastia";"PS";31;"M";0;"Paijat-Hame";5;0;0;0
"Makipaa Lea";"Pirkanmaa";"PS";63;"F";0;"Pirkanmaa";4;1;0;0
"Malmi Juha";"Uusimaa";"PS";47;"M";0;"Uusimaa";6;1;0;0
"Manninen Anneli";"Vaasa";"PS";58;"F";0;"S-Ostrobothnia";6;1;0;0
"Manninen Marko";"C-Finland";"PS";42;"M";0;"C-Finland";3;1;0;0
"Mantyla Hanna";"Lapland";"PS";36;"F";0;"Lapland";0;0;0;0
"Mariapori Liisa";"Lapland";"PS";67;"F";0;"Lapland";7;0;0;0
"Markkula Maarit";"Satakunta";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Markkula Marita";"Pirkanmaa";"PS";59;"F";0;"Pirkanmaa";6;1;0;0
"Martniku Sari";"Uusimaa";"PS";47;"F";0;"Uusimaa";3;1;0;0
"Mattila Pirkko";"Oulu";"PS";47;"F";0;"N-Ostrobothnia";6;1;0;0
"Mattila Risto";"Vaasa";"PS";NA;"M";0;"S-Ostrobothnia";5;0;0;0
"Mattila Sami";"Tavastia";"PS";54;"M";0;"Tavastia Proper";2;1;0;0
"Mikkonen Marjaana";"N-Savonia";"PS";40;"F";0;NA;0;0;0;0
"Moilanen Ahti";"Oulu";"PS";54;"M";0;"N-Ostrobothnia";4;1;0;0
"Molsa Martti";"Pirkanmaa";"PS";59;"M";0;"Pirkanmaa";5;1;0;0
"Monkkonen Juhani";"Helsinki";"PS";30;"M";0;"Uusimaa";6;0;0;0
"Nenonen Pirita";"Lapland";"PS";NA;"F";0;"Lapland";4;1;0;0
"Nieminen Johannes";"Uusimaa";"PS";31;"M";0;"Uusimaa";5;1;0;0
"Nieminen Mikki";"Uusimaa";"PS";48;"M";0;"Uusimaa";0;0;0;0
"Niikko Mika";"Uusimaa";"PS";44;"M";0;"Uusimaa";3;1;0;0
"Niinisto Jussi";"Uusimaa";"PS";40;"M";0;"Uusimaa";7;1;0;0
"Nortunen Lasse";"C-Finland";"PS";NA;"M";0;"C-Finland";3;1;0;0
"Nummi Veijo";"Finland Proper";"PS";30;"M";0;"W-Finland";3;1;0;0
"Nykanen Kimmo";"Uusimaa";"PS";48;"M";0;"Uusimaa";2;1;0;0
"Oinonen Pentti";"N-Savonia";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Oksanen Harri";"C-Finland";"PS";50;"M";0;"C-Finland";3;1;0;0
"Ollila Karri";"Uusimaa";"PS";41;"M";0;"Uusimaa";6;0;0;0
"Orre Taisto";"Uusimaa";"PS";71;"M";0;"Uusimaa";6;1;0;0
"Paananen Eero";"C-Finland";"PS";29;"M";0;"C-Finland";4;0;0;0
"Packalen Tom";"Helsinki";"PS";41;"M";0;"Uusimaa";5;0;0;0
"Palomaki Markku";"Satakunta";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Papinaho Sirkka-Liisa";"Tavastia";"PS";60;"F";0;"Paijat-Hame";4;1;0;0
"Paussu Toni";"Helsinki";"PS";40;"M";0;NA;4;0;0;0
"Pellikka Jussi";"Oulu";"PS";63;"M";0;"N-Ostrobothnia";0;1;0;0
"Peltokorpi Sirke";"Finland Proper";"PS";41;"F";0;"W-Finland";5;0;0;0
"Peltola Heimo";"Tavastia";"PS";67;"M";0;"Tavastia Proper";3;1;0;0
"Perakyla Pekka";"Kymi";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Pesonen Markku";"N-Savonia";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Pitko Eeva-Riitta";"Kymi";"PS";60;"F";0;"Kymenlaakso";5;0;0;0
"Poutanen Krista";"Oulu";"PS";40;"F";0;"N-Ostrobothnia";4;0;0;0
"Poyry Jukka";"S-Savonia";"PS";NA;"M";0;"S-Savonia";3;1;0;0
"Puhakka Olli";"N-Karelia";"PS";52;"M";0;"N-Karelia";5;1;0;0
"Purdy Markus";"N-Savonia";"PS";28;"M";0;"N-Savonia";3;0;0;0
"Puurunen Yrjo";"Oulu";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Raatikainen Mika";"Helsinki";"PS";49;"M";0;"Uusimaa";5;1;0;0
"Rakkolainen Erkki";"S-Savonia";"PS";73;"M";0;"S-Savonia";4;1;0;0
"Ranta Pekka";"S-Savonia";"PS";66;"M";0;"S-Savonia";6;0;0;0
"Rasanen Kaija";"N-Savonia";"PS";NA;"F";0;"N-Savonia";6;1;0;0
"Rasanen Maija";"N-Savonia";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Rasanen Sanna";"Vaasa";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Remes Aimo";"Oulu";"PS";68;"M";0;"N-Ostrobothnia";2;1;0;0
"Riesto Samuli";"Lapland";"PS";57;"M";0;"Lapland";3;0;0;0
"Rinne Seppo";"Finland Proper";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Riuttamaki Simo";"Satakunta";"PS";59;"M";0;"Satakunta";1;1;0;0
"Ronkainen Jari";"Tavastia";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Rope Timo";"Uusimaa";"PS";58;"M";0;"Uusimaa";6;0;0;0
"Rostila Ilmari";"Pirkanmaa";"PS";60;"M";0;"Pirkanmaa";7;0;0;0
"Ruohonen-Lerner Pirkko";"Uusimaa";"PS";54;"F";0;"Uusimaa";5;1;1;0
"Ruotsalainen Harry";"C-Finland";"PS";51;"M";0;"C-Finland";6;1;0;0
"Saarakkala Vesa-Matti";"Vaasa";"PS";27;"M";0;"S-Ostrobothnia";5;1;0;0
"Saarimaki Erkki";"Kymi";"PS";58;"M";0;"S-Karelia";2;1;0;0
"Saastamoinen Esko";"N-Karelia";"PS";51;"M";0;"N-Karelia";3;1;0;0
"Sahala Eila";"C-Finland";"PS";NA;NA;0;"C-Finland";3;0;0;0
"Salmi Liisa";"N-Savonia";"PS";63;"F";0;"N-Savonia";1;1;0;0
"Salminen Asko";"Vaasa";"PS";44;"M";0;"Ostrobothnia";4;0;0;0
"Salminen Kari";"Finland Proper";"PS";59;"M";0;"W-Finland";6;1;0;0
"Salo Mirka";"Kymi";"PS";21;"F";0;"S-Karelia";3;0;0;0
"Salokangas Tommi";"Satakunta";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Salonen Pasi";"Uusimaa";"PS";41;"M";0;"Uusimaa";3;1;0;0
"Sankilampi Jaana";"Oulu";"PS";46;"F";0;"Kainuu";5;1;0;0
"Savio Sami";"Pirkanmaa";"PS";NA;"M";0;"Pirkanmaa";6;1;0;0
"Seppa Kari";"Satakunta";"PS";53;"M";0;"Satakunta";0;1;0;0
"Siitari Markku";"S-Savonia";"PS";55;"M";0;"S-Savonia";3;1;0;0
"Siitonen Veikko";"Lapland";"PS";61;"M";0;"Lapland";3;0;0;0
"Simonen Juha";"Uusimaa";"PS";44;"M";0;"Uusimaa";3;0;0;0
"Sinisalo Pekka M.";"Uusimaa";"PS";42;"M";0;"Uusimaa";6;1;0;0
"Sipinen Helina";"Vaasa";"PS";56;"F";0;"Ostrobothnia";6;1;0;0
"Siukola Jaana";"Uusimaa";"PS";49;"F";0;"Uusimaa";4;1;0;0
"Sjoholm Kimmo";"Finland Proper";"PS";44;"M";0;"W-Finland";5;0;0;0
"Slunga-Poutsalo Riikka";"Uusimaa";"PS";39;"F";0;"Uusimaa";0;1;0;0
"Snellman Anne";"Oulu";"PS";43;"F";0;"N-Ostrobothnia";7;1;0;0
"Snellman Tuija";"Uusimaa";"PS";43;"F";0;"Uusimaa";4;0;0;0
"Soini Timo";"Uusimaa";"PS";48;"M";0;"Uusimaa";6;1;0;1
"Sonkeri Seppo";"Uusimaa";"PS";63;"M";0;"Uusimaa";5;1;0;0
"Soukola Ismo";"Tavastia";"PS";50;"M";0;"Tavastia Proper";3;1;0;0
"Suomalainen Kati";"N-Karelia";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Suominen Anneli";"Finland Proper";"PS";56;"F";0;"W-Finland";3;1;0;0
"Syren Juhani";"Pirkanmaa";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Tahtinen Anssi";"Kymi";"PS";61;"M";0;"Kymenlaakso";3;1;0;0
"Tala Heikki";"Uusimaa";"PS";71;"M";0;"Uusimaa";7;1;0;0
"Tauriainen Harri";"Lapland";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Teravainen Pentti";"Pirkanmaa";"PS";NA;"M";1;"Pirkanmaa";5;0;0;0
"Tirkkonen Jouni";"Uusimaa";"PS";NA;"M";0;"Uusimaa";3;1;0;0
"Tiusanen Pekka";"Helsinki";"PS";57;"M";0;"Uusimaa";6;0;0;0
"Tolppanen Maria";"Vaasa";"PS";58;"F";0;"S-Ostrobothnia";5;0;0;0
"Tossavainen Reijo";"Kymi";"PS";62;"M";0;"Kymenlaakso";4;0;0;0
"Tukia Timo";"Pirkanmaa";"PS";48;"M";0;"Pirkanmaa";5;0;0;0
"Tuomi Pentti";"C-Finland";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Tuominen Marke";"C-Finland";"PS";63;"F";0;"C-Finland";3;1;0;0
"Turunen Jukka";"Uusimaa";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Turunen Kaj";"S-Savonia";"PS";50;"M";0;"S-Savonia";4;0;0;0
"Turunen Pasi";"C-Finland";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Tuunanen Pekka";"Uusimaa";"PS";65;"M";0;"Uusimaa";5;0;0;0
"Tuupainen Kauko";"C-Finland";"PS";70;"M";0;"C-Finland";4;1;0;0
"Tykkylainen Kari";"Oulu";"PS";57;"M";0;"N-Ostrobothnia";4;1;0;0
"Uski Jorma";"C-Finland";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Uuksulainen Jaakko";"N-Karelia";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Uusipaavalniemi Markku";"Helsinki";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Vaatainen Juha";"Helsinki";"PS";69;"M";0;"Uusimaa";5;0;0;0
"Vahamaki Ville";"Oulu";"PS";32;"M";0;"N-Ostrobothnia";6;1;0;0
"Vahtera Pauli";"S-Savonia";"PS";61;"M";0;"S-Savonia";6;0;0;0
"Vaisanen Eero";"N-Savonia";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Valikangas Arto";"Helsinki";"PS";44;"M";0;NA;6;0;0;0
"Valpas Antti";"Helsinki";"PS";32;"M";0;"Uusimaa";4;1;0;0
"Valtamaki Erkki";"Vaasa";"PS";60;"M";0;"S-Ostrobothnia";4;0;0;0
"van Wonterghem Freddy";"Kymi";"PS";56;"M";0;"Kymenlaakso";3;1;0;0
"Venesjarvi Seppo";"Tavastia";"PS";60;"M";0;"Paijat-Hame";1;1;0;0
"Villo Pertti";"Helsinki";"PS";63;"M";0;"Uusimaa";1;0;0;0
"Virtanen Outi";"S-Savonia";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Virtanen Pertti Veltto";"Pirkanmaa";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Yli-Rahnasto Sami";"Vaasa";"PS";NA;"M";0;"S-Ostrobothnia";4;1;0;0
"Ylitalo Alpo";"Vaasa";"PS";69;"M";0;"N-Ostrobothnia";2;1;0;0
"Yrjanainen Kari";"Finland Proper";"PS";NA;NA;NA;NA;NA;NA;NA;NA
"Alasuutari Aapo";"Pirkanmaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Apajalahti Ahto";"Helsinki";"PIR";23;"M";0;"Uusimaa";0;0;0;0
"Berschewsky Tapio";"Helsinki";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Bjorkman Mika";"Finland Proper";"PIR";39;"M";0;"W-Finland";0;0;0;0
"Brander Jyri";"Vaasa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Brander Tommi";"C-Finland";"PIR";23;"M";0;"C-Finland";3;0;0;0
"Broas Patricia";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Burtsoff Ari";"Helsinki";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Chanth Taija";"Uusimaa";"PIR";30;"F";0;"Uusimaa";0;0;0;0
"Elmgren Oskar";"Uusimaa";"PIR";33;"M";0;"Uusimaa";6;0;0;0
"Eskelinen Matti";"C-Finland";"PIR";22;"M";0;"C-Finland";5;0;0;0
"Eturautti Kyuu";"Pirkanmaa";"PIR";31;"M";0;"Pirkanmaa";3;0;0;0
"Flemming Jouni";"Finland Proper";"PIR";29;"M";0;"W-Finland";5;0;0;0
"Flemming Sonja";"Finland Proper";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Gogoljuk Taivas";"Uusimaa";"PIR";NA;NA;0;"Uusimaa";0;0;0;0
"Hakkarainen Jere";"Oulu";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Hamalainen Jyri";"C-Finland";"PIR";22;"M";0;"C-Finland";5;0;0;0
"Hautakangas Ville";"Helsinki";"PIR";33;"M";0;"Uusimaa";3;0;0;0
"Heikkila Olli";"Tavastia";"PIR";40;"M";0;"Tavastia Proper";7;0;0;0
"Heikkila Vili";"Vaasa";"PIR";22;"M";0;NA;0;0;0;0
"Hiltunen Veli-Matti";"N-Karelia";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Himanen Joni";"S-Savonia";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Horsmalahti Panu";"Pirkanmaa";"PIR";22;"M";0;"Pirkanmaa";0;0;0;0
"Hovila Jyri";"Uusimaa";"PIR";36;"M";0;"Uusimaa";3;0;0;0
"Hukkinen Janne";"Helsinki";"PIR";39;"M";1;"Uusimaa";3;0;0;0
"Iivarinen Ville";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Immonen Satu";"Helsinki";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Impio Antti";"Pirkanmaa";"PIR";27;"M";0;"Pirkanmaa";5;0;0;0
"Inha Tero";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Isomaa Mika";"Pirkanmaa";"PIR";29;"M";0;"Pirkanmaa";6;0;0;0
"Junni Petter";"Uusimaa";"PIR";26;"M";0;"Uusimaa";5;0;0;0
"Kannisto Aleksi";"Vaasa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Karlsson Jouni";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Karvinen Tapani";"Finland Proper";"PIR";29;"M";0;"W-Finland";4;0;0;0
"Kaskela Hannu";"Tavastia";"PIR";58;"M";0;"Tavastia Proper";5;0;0;0
"Kaskela Toni";"Tavastia";"PIR";32;"M";0;"Paijat-Hame";3;0;0;0
"Keinanen Tero";"Kymi";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Kettunen Mira";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Kiiski Toni";"Finland Proper";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Kingelin Olli";"Finland Proper";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Kiukkonen Olli-Pekka";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Kivisto Harri";"Pirkanmaa";"PIR";30;"M";0;"Pirkanmaa";3;0;0;0
"Kohonen Pekka";"Finland Proper";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Koiranen Jussi";"Vaasa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Koivula Jaakko";"Pirkanmaa";"PIR";27;"M";0;"Pirkanmaa";6;0;0;0
"Kopakkala Olli";"Vaasa";"PIR";22;"M";0;"Ostrobothnia";6;0;0;0
"Korhonen Jani";"C-Finland";"PIR";34;"M";1;"C-Finland";6;0;0;0
"Korppi Tuomas";"Uusimaa";"PIR";34;"M";0;"Uusimaa";7;0;0;0
"Kortesaari Joel";"Helsinki";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Koskelainen Markus";"Kymi";"PIR";37;"M";0;"Kymenlaakso";3;0;0;0
"Kotilainen Atte";"Vaasa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Kurhinen Antti";"Helsinki";"PIR";27;"M";0;"Uusimaa";3;0;0;0
"Kurki Joanna";"C-Finland";"PIR";44;"F";0;"C-Finland";6;0;0;0
"Laasonen Jan-Markus";"Helsinki";"PIR";32;"M";1;NA;0;0;0;0
"Lagus Katri";"Finland Proper";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Lagus Petri";"Finland Proper";"PIR";53;"M";0;"W-Finland";0;0;0;0
"Lampila Arto";"C-Finland";"PIR";23;"M";0;"C-Finland";5;0;0;0
"Laurikainen Markku";"Uusimaa";"PIR";27;"M";0;"S-Karelia";0;0;0;0
"Leinonen Tarmo";"Pirkanmaa";"PIR";47;"M";0;"Pirkanmaa";0;0;0;0
"Letonsaari Mika";"S-Savonia";"PIR";36;"M";0;"S-Savonia";6;0;0;0
"Louhi Milla";"Helsinki";"PIR";45;"F";1;"Uusimaa";4;0;0;0
"Makimattila Ilari";"Tavastia";"PIR";26;"M";0;"Paijat-Hame";5;0;0;0
"Makinen Joonas";"Helsinki";"PIR";22;"M";0;"Uusimaa";3;0;0;0
"Mantykangas Ensio";"Oulu";"PIR";54;"M";0;"N-Ostrobothnia";6;0;0;0
"Mantyla Milla";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Merikanto Len";"Helsinki";"PIR";40;"M";0;"Uusimaa";3;0;0;0
"Metsala Jari";"Helsinki";"PIR";33;"M";0;"Uusimaa";6;0;0;0
"Morri Maria";"Pirkanmaa";"PIR";23;"F";0;"Pirkanmaa";3;0;0;0
"Mourujarvi Niko";"Oulu";"PIR";22;"M";0;"Kainuu";3;0;0;0
"Mustonen Pekka";"N-Karelia";"PIR";29;"M";0;"N-Karelia";0;0;0;0
"Nasi Dorrit";"C-Finland";"PIR";21;"F";0;"C-Finland";3;0;0;0
"Niemela Riku-Juhani";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Niemi Sari";"Uusimaa";"PIR";23;"F";0;"Uusimaa";3;0;0;0
"Nybergh Thomas";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Oksanen Juha";"Pirkanmaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Osterman Lars";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Paalijarvi Janne";"Uusimaa";"PIR";29;"M";0;"Uusimaa";6;0;0;0
"Paatsama Juhani";"Vaasa";"PIR";23;"M";0;"Uusimaa";3;0;0;0
"Paavola Mika";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Pahalahti Samuli";"Finland Proper";"PIR";28;"M";0;"W-Finland";3;0;0;0
"Pajulahti Matias";"Finland Proper";"PIR";25;"M";0;"W-Finland";3;0;0;0
"Pajunen Taru";"Vaasa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Palmulehto Mari";"Tavastia";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Palmulehto Pasi";"Uusimaa";"PIR";30;"M";0;"Paijat-Hame";0;0;0;0
"Partonen Aino";"C-Finland";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Patsi Juha";"Tavastia";"PIR";45;"M";1;"Tavastia Proper";3;0;0;0
"Pinjanainen Maria";"Finland Proper";"PIR";52;"F";0;"W-Finland";0;0;0;0
"Plommer Raoul";"Helsinki";"PIR";33;"M";0;"Uusimaa";5;0;0;0
"Pohjola Toni";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Rantakangas Eetu";"C-Finland";"PIR";23;"M";0;"C-Finland";3;0;0;0
"Rauhala Mikko";"Helsinki";"PIR";33;"M";0;"Uusimaa";6;0;0;0
"Ripatti Jukka";"S-Savonia";"PIR";29;"M";0;"S-Savonia";5;0;0;0
"Rutila Juho";"Tavastia";"PIR";27;"M";0;"Paijat-Hame";6;0;0;0
"Ruuhijarvi Tuomas";"Finland Proper";"PIR";19;"M";0;"W-Finland";3;0;0;0
"Saarelma Noa";"Uusimaa";"PIR";26;"M";0;"Uusimaa";3;0;0;0
"Salminen Inka";"Helsinki";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Salomaki Toni";"Oulu";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Sandberg Henrik";"Vaasa";"PIR";23;"M";0;"Ostrobothnia";0;0;0;0
"Santakallio Tuomas";"C-Finland";"PIR";28;"M";0;"C-Finland";4;0;0;0
"Sarela Mikko";"Uusimaa";"PIR";36;"M";0;"Uusimaa";7;0;0;0
"Simola Tomi";"Kymi";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Smolander Sampo";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Soderholm Charlotta";"Helsinki";"PIR";23;"F";0;"Uusimaa";5;0;0;0
"Soppela Olli";"Pirkanmaa";"PIR";23;"M";0;"Pirkanmaa";3;0;0;0
"Sotala Kaj";"Helsinki";"PIR";24;"M";0;"Uusimaa";0;0;0;0
"Storbacka Harry";"Tavastia";"PIR";28;"M";0;NA;0;0;0;0
"Syreeni Sampo";"Uusimaa";"PIR";32;"M";0;"Uusimaa";3;0;0;0
"Tamminen Lilja";"Helsinki";"PIR";23;"F";0;"Uusimaa";0;0;0;0
"Tarvainen Joni";"Uusimaa";"PIR";36;"M";0;"Uusimaa";0;0;0;0
"Taskinen Petrus";"Uusimaa";"PIR";23;"M";0;"Uusimaa";0;0;0;0
"Tervashonka Ari";"Uusimaa";"PIR";22;"M";0;"Uusimaa";6;0;0;0
"Tiihonen Kristian";"S-Savonia";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Tiilikainen Toni-Petri";"Helsinki";"PIR";27;"M";0;"Uusimaa";5;0;0;0
"Tikkanen Niko";"Oulu";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Tissari Petro Miikkael";"S-Savonia";"PIR";18;"M";0;"S-Savonia";2;0;0;0
"Toivola Laura";"Uusimaa";"PIR";31;"F";0;"Uusimaa";0;0;0;0
"Torfayeh Aleksander";"Uusimaa";"PIR";33;"M";0;"Uusimaa";3;0;0;0
"Tuhola Henri";"Pirkanmaa";"PIR";23;"M";0;NA;3;0;0;0
"Tuohimetsa Jukka";"Finland Proper";"PIR";24;"M";0;"W-Finland";3;0;0;0
"Vaarnas Ari";"Uusimaa";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Vaatainen Mikko";"Tavastia";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Vahajylkka Olli";"C-Finland";"PIR";NA;NA;NA;NA;NA;NA;NA;NA
"Vahamartti Pasi";"Uusimaa";"PIR";29;"M";0;"Uusimaa";5;0;0;0
"Vesti Jetro";"Finland Proper";"PIR";23;"M";0;"W-Finland";6;0;0;0
"Vistbacka Henry";"Uusimaa";"PIR";26;"M";0;"Uusimaa";3;0;0;0
"Wallen Aarne";"Uusimaa";"PIR";24;"M";0;NA;0;0;0;0
"Yltio Lari";"Helsinki";"PIR";22;"M";0;"Uusimaa";3;0;0;0
"Aaberg Gustaf";"Uusimaa";"RKP";52;"M";0;"Uusimaa";5;1;0;0
"Ahlbom Ida";"Vaasa";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Aakero Fredrika";"Uusimaa";"RKP";27;"F";0;"Uusimaa";5;1;0;0
"Antas Thomas";"Uusimaa";"RKP";43;"M";0;"E-Uusimaa";0;1;0;0
"Antskog Carina";"Lapland";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Arnautovic Emina";"Vaasa";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Backman Marita";"Uusimaa";"RKP";NA;"F";0;"Uusimaa";6;0;0;0
